Gene	Comparison	EventType	dPSI	FDR	Chromosome	Start	End	ExonLength	IGV_coordinate	IGV_narrow
Adgrl2	Pos_vs_Parental	SE	-0.474	0.023	chr3	148526915	148527044	129	chr3:148526415-148527544	chr3:148526815-148527144
Decr2	KO_vs_Parental	SE	0.473	0.000381	chr17	26307902	26307971	69	chr17:26307402-26308471	chr17:26307802-26308071
Decr2	Neg_vs_Parental	SE	0.473	0.000368	chr17	26307902	26307971	69	chr17:26307402-26308471	chr17:26307802-26308071
Lrrc40	Pos_vs_Parental	SE	-0.473	0.0106	chr3	157747499	157747570	71	chr3:157746999-157748070	chr3:157747399-157747670
Ogdh	Pos_vs_Parental	SE	-0.473	0.0122	chr11	6266764	6266855	91	chr11:6266264-6267355	chr11:6266664-6266955
Gm15564	KO_vs_Neg	SE	0.472	2.52e-06	chr16	35799843	35799937	94	chr16:35799343-35800437	chr16:35799743-35800037
Pak6	KO_vs_Parental	RI	-0.472	8.76e-05	chr2	118524347	118525121	NA	chr2:118523847-118525621	chr2:118524247-118525221
Gemin7	KO_vs_Parental	SE	-0.472	0.000939	chr7	19305353	19305506	153	chr7:19304853-19306006	chr7:19305253-19305606
Gpr179	Pos_vs_Parental	SE	-0.472	0.009	chr11	97234434	97234673	239	chr11:97233934-97235173	chr11:97234334-97234773
Tspan13	KO_vs_Neg	SE	0.471	0.0149	chr12	36071799	36071913	114	chr12:36071299-36072413	chr12:36071699-36072013
Tulp4	KO_vs_Parental	SE	-0.471	0.0117	chr17	6168570	6168641	71	chr17:6168070-6169141	chr17:6168470-6168741
Tbc1d31	KO_vs_Pos	SE	-0.471	0.000107	chr15	57786352	57786531	179	chr15:57785852-57787031	chr15:57786252-57786631
Tspan13	Neg_vs_Parental	SE	-0.471	0.0139	chr12	36071799	36071913	114	chr12:36071299-36072413	chr12:36071699-36072013
Lzts2	Pos_vs_Neg	SE	0.471	0.000111	chr19	45003292	45003392	100	chr19:45002792-45003892	chr19:45003192-45003492
Tspan13	Pos_vs_Neg	SE	0.471	0.0164	chr12	36071799	36071913	114	chr12:36071299-36072413	chr12:36071699-36072013
Prss41	KO_vs_Neg	SE	0.469	0.000143	chr17	24062930	24062957	27	chr17:24062430-24063457	chr17:24062830-24063057
5830444B04Rik	KO_vs_Pos	SE	-0.469	0.0189	chr4	155498175	155498347	172	chr4:155497675-155498847	chr4:155498075-155498447
Dkc1	KO_vs_Neg	SE	0.468	0.00559	chrX	74140238	74140320	82	chrX:74139738-74140820	chrX:74140138-74140420
Ccnt2	KO_vs_Neg	SE	0.468	0.0465	chr1	127721094	127721155	61	chr1:127720594-127721655	chr1:127720994-127721255
Tafazzin	KO_vs_Parental	SE	-0.468	0	chrX	73332534	73332625	91	chrX:73332034-73333125	chrX:73332434-73332725
Dync1i2	Neg_vs_Parental	A3SS	-0.468	0.000586	chr2	71058094	71058188	NA	chr2:71057594-71058688	chr2:71057994-71058288
Bin1	Pos_vs_Neg	SE	-0.468	7.13e-06	chr18	32562752	32562776	24	chr18:32562252-32563276	chr18:32562652-32562876
H2-Q4	Pos_vs_Parental	RI	-0.468	4.1e-05	chr17	35598795	35599612	NA	chr17:35598295-35600112	chr17:35598695-35599712
Zfp62	Pos_vs_Parental	SE	0.468	0.0386	chr11	49103521	49103603	82	chr11:49103021-49104103	chr11:49103421-49103703
Ninl	KO_vs_Neg	RI	0.467	0.0192	chr2	150807997	150808284	NA	chr2:150807497-150808784	chr2:150807897-150808384
Slc22a17	KO_vs_Neg	SE	-0.467	0.0124	chr14	55145342	55145560	218	chr14:55144842-55146060	chr14:55145242-55145660
Gmppa	KO_vs_Neg	SE	0.466	0.00044	chr1	75413427	75413482	55	chr1:75412927-75413982	chr1:75413327-75413582
Gopc	Pos_vs_Parental	RI	-0.466	3.19e-05	chr10	52230667	52235033	NA	chr10:52230167-52235533	chr10:52230567-52235133
Il17re	Pos_vs_Parental	RI	-0.466	0.0447	chr6	113445866	113446089	NA	chr6:113445366-113446589	chr6:113445766-113446189
Samd13	Pos_vs_Parental	SE	0.466	0.00138	chr3	146390687	146390884	197	chr3:146390187-146391384	chr3:146390587-146390984
Kcnip2	KO_vs_Neg	RI	0.465	0.00012	chr19	45784717	45785625	NA	chr19:45784217-45786125	chr19:45784617-45785725
Cnot2	Neg_vs_Parental	SE	-0.465	1.09e-05	chr10	116363731	116363854	123	chr10:116363231-116364354	chr10:116363631-116363954
Spns1	Neg_vs_Parental	SE	-0.465	0.0297	chr7	125973372	125973451	79	chr7:125972872-125973951	chr7:125973272-125973551
Nrxn2	Pos_vs_Parental	SE	0.465	0.00183	chr19	6500560	6500629	69	chr19:6500060-6501129	chr19:6500460-6500729
Slc16a1	Pos_vs_Parental	SE	0.465	0.0231	chr3	104558201	104558345	144	chr3:104557701-104558845	chr3:104558101-104558445
Hdac5	KO_vs_Neg	MXE	-0.464	5.34e-08	chr11	102104750	102112677	NA	chr11:102104250-102113177	chr11:102104650-102112777
Gm19744	KO_vs_Neg	MXE	0.464	0.038	chr8	49300374	49306829	NA	chr8:49299874-49307329	chr8:49300274-49306929
Gm26947	KO_vs_Neg	SE	-0.464	0.0468	chr10	60770849	60771194	345	chr10:60770349-60771694	chr10:60770749-60771294
Actr2	KO_vs_Parental	SE	-0.464	1.77e-05	chr11	20030661	20030798	137	chr11:20030161-20031298	chr11:20030561-20030898
Miip	KO_vs_Pos	SE	0.463	0.0317	chr4	147951787	147952059	272	chr4:147951287-147952559	chr4:147951687-147952159
Platr14	Neg_vs_Parental	A5SS	-0.463	6.24e-07	chr2	104389526	104389829	NA	chr2:104389026-104390329	chr2:104389426-104389929
1700087I21Rik	Neg_vs_Parental	SE	-0.463	0.0011	chr14	103662577	103662677	100	chr14:103662077-103663177	chr14:103662477-103662777
Lrp8os2	Neg_vs_Parental	SE	0.463	0.00545	chr4	107667959	107668143	184	chr4:107667459-107668643	chr4:107667859-107668243
Nptn	KO_vs_Parental	SE	0.462	0.00142	chr9	58535116	58535211	95	chr9:58534616-58535711	chr9:58535016-58535311
Ubl7	Neg_vs_Parental	A3SS	0.462	0.000887	chr9	57818992	57819108	NA	chr9:57818492-57819608	chr9:57818892-57819208
Il4i1	Pos_vs_Neg	SE	0.462	0.00974	chr7	44485927	44485961	34	chr7:44485427-44486461	chr7:44485827-44486061
Dph7	Pos_vs_Parental	A3SS	-0.462	0.00405	chr2	24855568	24855666	NA	chr2:24855068-24856166	chr2:24855468-24855766
Nptn	Pos_vs_Parental	SE	0.462	0.000856	chr9	58535116	58535211	95	chr9:58534616-58535711	chr9:58535016-58535311
Lrrc71	KO_vs_Parental	RI	0.461	9.4e-06	chr3	87648281	87648836	NA	chr3:87647781-87649336	chr3:87648181-87648936
Mir9-3hg	KO_vs_Pos	A3SS	-0.461	0.0388	chr7	79180750	79182339	NA	chr7:79180250-79182839	chr7:79180650-79182439
Sgip1	Neg_vs_Parental	SE	0.461	0.00482	chr4	102757722	102757734	12	chr4:102757222-102758234	chr4:102757622-102757834
D630024D03Rik	Pos_vs_Neg	SE	0.461	0.0176	chr11	31752829	31752981	152	chr11:31752329-31753481	chr11:31752729-31753081
Gm36199	KO_vs_Neg	RI	0.46	0.000409	chr17	29684249	29684514	NA	chr17:29683749-29685014	chr17:29684149-29684614
Itgal	KO_vs_Pos	A5SS	0.46	0.0374	chr7	126916448	126916538	NA	chr7:126915948-126917038	chr7:126916348-126916638
Nrg4	Neg_vs_Parental	SE	0.46	0.00551	chr9	55188173	55188267	94	chr9:55187673-55188767	chr9:55188073-55188367
Mapkapk3	Pos_vs_Neg	A5SS	0.46	9.7e-05	chr9	107139621	107140963	NA	chr9:107139121-107141463	chr9:107139521-107141063
Paip2	Pos_vs_Parental	SE	0.46	4.65e-08	chr18	35733097	35733170	73	chr18:35732597-35733670	chr18:35732997-35733270
2500004C02Rik	Pos_vs_Parental	SE	-0.46	0.000185	chr2	153187037	153187098	61	chr2:153186537-153187598	chr2:153186937-153187198
Vcan	Pos_vs_Parental	SE	0.46	0.000386	chr13	89851036	89853916	2880	chr13:89850536-89854416	chr13:89850936-89854016
Nr2c2	KO_vs_Neg	SE	0.459	9.69e-05	chr6	92082262	92082346	84	chr6:92081762-92082846	chr6:92082162-92082446
Sucla2	KO_vs_Neg	SE	0.459	0.00188	chr14	73816795	73816924	129	chr14:73816295-73817424	chr14:73816695-73817024
Ccnd3	KO_vs_Parental	SE	-0.459	2.6e-06	chr17	47889633	47889698	65	chr17:47889133-47890198	chr17:47889533-47889798
Slc22a17	KO_vs_Parental	SE	-0.459	0.00037	chr14	55145717	55145823	106	chr14:55145217-55146323	chr14:55145617-55145923
H2-Q4	Neg_vs_Parental	RI	-0.459	0.00221	chr17	35598795	35599612	NA	chr17:35598295-35600112	chr17:35598695-35599712
Nr2c2	Neg_vs_Parental	SE	-0.459	0.000107	chr6	92082262	92082346	84	chr6:92081762-92082846	chr6:92082162-92082446
Itpr1	Pos_vs_Neg	A3SS	0.459	0.00562	chr6	108409606	108409657	NA	chr6:108409106-108410157	chr6:108409506-108409757
Slc22a21	KO_vs_Neg	A3SS	0.458	0.0177	chr11	53851108	53851447	NA	chr11:53850608-53851947	chr11:53851008-53851547
Arfgap2	KO_vs_Pos	SE	-0.458	0.00164	chr2	91098796	91098853	57	chr2:91098296-91099353	chr2:91098696-91098953
Pla2g4e	KO_vs_Pos	SE	-0.458	0.0298	chr2	120011897	120012034	137	chr2:120011397-120012534	chr2:120011797-120012134
Nr2c2	Pos_vs_Neg	SE	0.458	4.56e-06	chr6	92082262	92082346	84	chr6:92081762-92082846	chr6:92082162-92082446
4930447M23Rik	Pos_vs_Parental	SE	-0.458	0.00349	chr2	19354047	19354108	61	chr2:19353547-19354608	chr2:19353947-19354208
Snap91	KO_vs_Parental	SE	0.457	0.0273	chr9	86674006	86674078	72	chr9:86673506-86674578	chr9:86673906-86674178
Tcam1	KO_vs_Pos	A5SS	-0.457	0.000125	chr11	106176197	106176632	NA	chr11:106175697-106177132	chr11:106176097-106176732
Gm26760	Pos_vs_Parental	SE	-0.457	0.0363	chr15	92262780	92262993	213	chr15:92262280-92263493	chr15:92262680-92263093
Agrn	KO_vs_Neg	RI	0.456	0	chr4	156252233	156253026	NA	chr4:156251733-156253526	chr4:156252133-156253126
Dnm3	KO_vs_Neg	SE	-0.456	0.000758	chr1	161872954	161872966	12	chr1:161872454-161873466	chr1:161872854-161873066
Phf14	KO_vs_Neg	SE	0.456	0.00369	chr6	12047123	12047153	30	chr6:12046623-12047653	chr6:12047023-12047253
Gas5	KO_vs_Pos	A3SS	0.456	0	chr1	160864693	160864885	NA	chr1:160864193-160865385	chr1:160864593-160864985
Igsf9b	KO_vs_Pos	A5SS	-0.456	0.0149	chr9	27235472	27235596	NA	chr9:27234972-27236096	chr9:27235372-27235696
Gm20544	KO_vs_Pos	A5SS	0.456	0.0282	chr18	75498858	75498933	NA	chr18:75498358-75499433	chr18:75498758-75499033
Gfus	KO_vs_Pos	SE	0.456	0.034	chr15	75800277	75800361	84	chr15:75799777-75800861	chr15:75800177-75800461
Bin1	Neg_vs_Parental	SE	0.456	0.0187	chr18	32562752	32562776	24	chr18:32562252-32563276	chr18:32562652-32562876
Rps6kb1	Pos_vs_Neg	SE	0.456	0.00403	chr11	86408175	86408218	43	chr11:86407675-86408718	chr11:86408075-86408318
Gfus	Pos_vs_Parental	SE	-0.456	0.0207	chr15	75800277	75800361	84	chr15:75799777-75800861	chr15:75800177-75800461
Gm19744	KO_vs_Neg	SE	0.455	0.0136	chr8	49300374	49300529	155	chr8:49299874-49301029	chr8:49300274-49300629
Ccdc158	KO_vs_Pos	SE	0.455	5.25e-05	chr5	92757817	92757925	108	chr5:92757317-92758425	chr5:92757717-92758025
Sipa1	Neg_vs_Parental	A3SS	-0.455	0.0374	chr19	5711623	5711686	NA	chr19:5711123-5712186	chr19:5711523-5711786
Erbin	Neg_vs_Parental	SE	-0.455	5.13e-06	chr13	104022648	104022846	198	chr13:104022148-104023346	chr13:104022548-104022946
Hs3st6	Neg_vs_Parental	SE	0.455	0.00041	chr17	24975426	24975518	92	chr17:24974926-24976018	chr17:24975326-24975618
Rundc3a	Pos_vs_Parental	A3SS	-0.455	1.73e-11	chr11	102291462	102291624	NA	chr11:102290962-102292124	chr11:102291362-102291724
Lzts2	Pos_vs_Parental	SE	0.455	5.53e-05	chr19	45003292	45003392	100	chr19:45002792-45003892	chr19:45003192-45003492
1700086O06Rik	Pos_vs_Parental	SE	0.455	0.00725	chr18	38372625	38372804	179	chr18:38372125-38373304	chr18:38372525-38372904
Scai	KO_vs_Neg	SE	-0.454	0.0238	chr2	39040325	39040426	101	chr2:39039825-39040926	chr2:39040225-39040526
Slc22a21	KO_vs_Pos	A3SS	0.454	0.0114	chr11	53851108	53851447	NA	chr11:53850608-53851947	chr11:53851008-53851547
Paip2	KO_vs_Pos	SE	0.454	0.0181	chr18	35741790	35741872	82	chr18:35741290-35742372	chr18:35741690-35741972
Dcaf8	KO_vs_Pos	SE	-0.454	0.0341	chr1	172018410	172018646	236	chr1:172017910-172019146	chr1:172018310-172018746
Slc4a9	Neg_vs_Parental	A3SS	-0.454	0.00121	chr18	36664404	36664579	NA	chr18:36663904-36665079	chr18:36664304-36664679
Catsperg1	Pos_vs_Neg	A3SS	-0.454	1.04e-06	chr7	28897537	28897833	NA	chr7:28897037-28898333	chr7:28897437-28897933
Gm31645	Pos_vs_Neg	SE	0.454	6.39e-05	chr17	74827487	74828482	995	chr17:74826987-74828982	chr17:74827387-74828582
Firre	KO_vs_Neg	MXE	0.453	0.0162	chrX	49694952	49697481	NA	chrX:49694452-49697981	chrX:49694852-49697581
Serinc2	KO_vs_Parental	SE	0.453	0.00756	chr4	130168607	130168763	156	chr4:130168107-130169263	chr4:130168507-130168863
Rian	Neg_vs_Parental	SE	-0.453	0.0238	chr12	109600627	109600788	161	chr12:109600127-109601288	chr12:109600527-109600888
AI480526	Pos_vs_Parental	SE	0.453	0.00576	chr5	123272676	123272780	104	chr5:123272176-123273280	chr5:123272576-123272880
Psd	KO_vs_Neg	SE	0.452	0.00461	chr19	46315336	46315446	110	chr19:46314836-46315946	chr19:46315236-46315546
Macf1	KO_vs_Parental	A3SS	-0.452	0.000311	chr4	123262613	123262628	NA	chr4:123262113-123263128	chr4:123262513-123262728
Dnajc6	Pos_vs_Parental	SE	0.452	0.000296	chr4	101389194	101389259	65	chr4:101388694-101389759	chr4:101389094-101389359
4732471J01Rik	KO_vs_Parental	SE	0.451	0.0113	chr7	25095752	25095988	236	chr7:25095252-25096488	chr7:25095652-25096088
Ccnd3	KO_vs_Pos	SE	0.451	1.71e-06	chr17	47889633	47889698	65	chr17:47889133-47890198	chr17:47889533-47889798
Vcan	Pos_vs_Neg	SE	0.451	2.08e-08	chr13	89851036	89853916	2880	chr13:89850536-89854416	chr13:89850936-89854016
Esco1	Pos_vs_Neg	SE	-0.451	0.0328	chr18	10593745	10595875	2130	chr18:10593245-10596375	chr18:10593645-10595975
Zfp704	Pos_vs_Parental	MXE	-0.451	0.00362	chr3	9508883	9509402	NA	chr3:9508383-9509902	chr3:9508783-9509502
Ccnd3	Pos_vs_Parental	SE	-0.451	1.28e-06	chr17	47889633	47889698	65	chr17:47889133-47890198	chr17:47889533-47889798
Gm34086	Pos_vs_Parental	SE	-0.451	0.000463	chr5	124174578	124174657	79	chr5:124174078-124175157	chr5:124174478-124174757
Elavl2	KO_vs_Neg	SE	0.45	2.16e-06	chr4	91199809	91199900	91	chr4:91199309-91200400	chr4:91199709-91200000
Bvht	KO_vs_Neg	SE	0.45	0.015	chr18	61777285	61777801	516	chr18:61776785-61778301	chr18:61777185-61777901
Cope	KO_vs_Parental	SE	0.45	0.00338	chr8	70759148	70759301	153	chr8:70758648-70759801	chr8:70759048-70759401
Tango2	KO_vs_Pos	A3SS	0.45	0.00013	chr16	18156472	18156941	NA	chr16:18155972-18157441	chr16:18156372-18157041
Bcas3	KO_vs_Pos	A5SS	0.45	0.00842	chr11	85245419	85245505	NA	chr11:85244919-85246005	chr11:85245319-85245605
Elavl2	Pos_vs_Neg	SE	0.45	3.46e-07	chr4	91199809	91199900	91	chr4:91199309-91200400	chr4:91199709-91200000
Chrna1os	Pos_vs_Parental	A5SS	0.45	0.000345	chr2	73415183	73415549	NA	chr2:73414683-73416049	chr2:73415083-73415649
Usp40	Pos_vs_Parental	SE	0.45	4.27e-05	chr1	87901798	87901856	58	chr1:87901298-87902356	chr1:87901698-87901956
Plekha6	KO_vs_Neg	SE	-0.449	8.53e-07	chr1	133203549	133203603	54	chr1:133203049-133204103	chr1:133203449-133203703
Smarce1	KO_vs_Pos	SE	0.449	0.00164	chr11	99115546	99115968	422	chr11:99115046-99116468	chr11:99115446-99116068
Cyp27b1	Neg_vs_Parental	A3SS	-0.449	0.0023	chr10	126884907	126885124	NA	chr10:126884407-126885624	chr10:126884807-126885224
Agfg1	Pos_vs_Neg	SE	-0.449	5.11e-07	chr1	82869180	82869228	48	chr1:82868680-82869728	chr1:82869080-82869328
Chrd	Pos_vs_Parental	SE	-0.449	2.14e-06	chr16	20553611	20553719	108	chr16:20553111-20554219	chr16:20553511-20553819
Rsrc1	KO_vs_Neg	SE	-0.448	0.00118	chr3	66896366	66896494	128	chr3:66895866-66896994	chr3:66896266-66896594
Zfp467	KO_vs_Neg	SE	-0.448	0.00724	chr6	48419769	48419836	67	chr6:48419269-48420336	chr6:48419669-48419936
Fermt1	Neg_vs_Parental	SE	0.448	0.000835	chr2	132781201	132781307	106	chr2:132780701-132781807	chr2:132781101-132781407
Fermt1	Pos_vs_Parental	SE	0.448	0.000513	chr2	132781201	132781307	106	chr2:132780701-132781807	chr2:132781101-132781407
Exoc6b	KO_vs_Neg	SE	-0.447	0.00225	chr6	84981970	84982018	48	chr6:84981470-84982518	chr6:84981870-84982118
Garin1b	KO_vs_Parental	A3SS	-0.447	0.00738	chr6	29330647	29330685	NA	chr6:29330147-29331185	chr6:29330547-29330785
Malt1	KO_vs_Parental	SE	-0.447	0.000655	chr18	65589827	65589906	79	chr18:65589327-65590406	chr18:65589727-65590006
Garin1b	KO_vs_Pos	A3SS	-0.447	0.00662	chr6	29330647	29330685	NA	chr6:29330147-29331185	chr6:29330547-29330785
Dnajb4	KO_vs_Pos	SE	-0.447	0.000626	chr3	151900686	151900737	51	chr3:151900186-151901237	chr3:151900586-151900837
1300002E11Rik	Pos_vs_Neg	SE	-0.447	0.00534	chr16	21621704	21621847	143	chr16:21621204-21622347	chr16:21621604-21621947
Ccdc17	Pos_vs_Neg	SE	0.447	0.0381	chr4	116456753	116456864	111	chr4:116456253-116457364	chr4:116456653-116456964
Gm11639	KO_vs_Neg	MXE	0.446	0.00356	chr11	104928664	104929243	NA	chr11:104928164-104929743	chr11:104928564-104929343
Gnl3	KO_vs_Neg	SE	0.446	1.23e-06	chr14	30735385	30735522	137	chr14:30734885-30736022	chr14:30735285-30735622
C230035I16Rik	KO_vs_Pos	A3SS	-0.446	0.0159	chr13	23612474	23612585	NA	chr13:23611974-23613085	chr13:23612374-23612685
Gnl3	Neg_vs_Parental	SE	-0.446	3.07e-06	chr14	30735385	30735522	137	chr14:30734885-30736022	chr14:30735285-30735622
Gm15408	KO_vs_Neg	SE	-0.445	0.00882	chr5	148948383	148948517	134	chr5:148947883-148949017	chr5:148948283-148948617
Mkln1	KO_vs_Neg	SE	0.445	0.0164	chr6	31428453	31428519	66	chr6:31427953-31429019	chr6:31428353-31428619
Ncam1	KO_vs_Parental	SE	-0.445	0.000288	chr9	49453187	49453202	15	chr9:49452687-49453702	chr9:49453087-49453302
Med8	KO_vs_Pos	SE	0.445	0.00378	chr4	118268854	118269049	195	chr4:118268354-118269549	chr4:118268754-118269149
1600020E01Rik	Neg_vs_Parental	SE	0.445	0.00356	chr6	86527898	86528096	198	chr6:86527398-86528596	chr6:86527798-86528196
Cdiptos	Pos_vs_Neg	RI	0.445	0.0141	chr7	126573624	126574256	NA	chr7:126573124-126574756	chr7:126573524-126574356
Med8	Pos_vs_Neg	SE	-0.445	0.00373	chr4	118268854	118269049	195	chr4:118268354-118269549	chr4:118268754-118269149
Obscn	Pos_vs_Parental	MXE	0.445	0.036	chr11	58946786	58951933	NA	chr11:58946286-58952433	chr11:58946686-58952033
Ttc8	KO_vs_Parental	SE	-0.444	0.000465	chr12	98903378	98903408	30	chr12:98902878-98903908	chr12:98903278-98903508
Ep400	KO_vs_Pos	SE	0.444	6.8e-05	chr5	110841031	110841201	170	chr5:110840531-110841701	chr5:110840931-110841301
Clasp1	KO_vs_Pos	SE	-0.444	0.00198	chr1	118440434	118440458	24	chr1:118439934-118440958	chr1:118440334-118440558
Adam8	Neg_vs_Parental	RI	-0.444	9.77e-05	chr7	139567091	139567650	NA	chr7:139566591-139568150	chr7:139566991-139567750
Cacna2d2	Pos_vs_Neg	A3SS	0.444	0.0147	chr9	107402808	107402859	NA	chr9:107402308-107403359	chr9:107402708-107402959
Commd7	Pos_vs_Neg	RI	-0.444	9.83e-05	chr2	153460753	153463739	NA	chr2:153460253-153464239	chr2:153460653-153463839
Ryr2	Pos_vs_Neg	SE	-0.444	9.78e-05	chr13	11905719	11905734	15	chr13:11905219-11906234	chr13:11905619-11905834
Miip	Pos_vs_Neg	SE	-0.444	0.011	chr4	147951787	147952059	272	chr4:147951287-147952559	chr4:147951687-147952159
Myo18a	Pos_vs_Parental	SE	-0.444	0.0159	chr11	77702834	77703545	711	chr11:77702334-77704045	chr11:77702734-77703645
Vangl2	KO_vs_Parental	SE	-0.443	3.98e-07	chr1	171850043	171850153	110	chr1:171849543-171850653	chr1:171849943-171850253
Mrpl4	KO_vs_Parental	SE	-0.443	5.78e-05	chr9	20918623	20918836	213	chr9:20918123-20919336	chr9:20918523-20918936
Nr2c2	KO_vs_Pos	SE	-0.443	2.35e-06	chr6	92082262	92082346	84	chr6:92081762-92082846	chr6:92082162-92082446
Catsperg1	KO_vs_Pos	SE	0.443	0.000883	chr7	28889637	28889756	119	chr7:28889137-28890256	chr7:28889537-28889856
Pprc1	Neg_vs_Parental	A3SS	0.443	0.00539	chr19	46056456	46056527	NA	chr19:46055956-46057027	chr19:46056356-46056627
Dkc1	Neg_vs_Parental	SE	-0.443	0.00573	chrX	74140238	74140320	82	chrX:74139738-74140820	chrX:74140138-74140420
Myl6	Pos_vs_Neg	SE	-0.443	0	chr10	128327158	128327216	58	chr10:128326658-128327716	chr10:128327058-128327316
Racgap1	Pos_vs_Neg	SE	0.443	0.00125	chr15	99532122	99535655	3533	chr15:99531622-99536155	chr15:99532022-99535755
Nasp	Pos_vs_Parental	SE	-0.443	0	chr4	116467599	116468574	975	chr4:116467099-116469074	chr4:116467499-116468674
Gm26760	Pos_vs_Parental	SE	-0.443	0.0399	chr15	92261664	92261733	69	chr15:92261164-92262233	chr15:92261564-92261833
Gsap	KO_vs_Pos	RI	0.442	0.000595	chr5	21475553	21476246	NA	chr5:21475053-21476746	chr5:21475453-21476346
Paip2	Neg_vs_Parental	SE	-0.442	0.0225	chr18	35741790	35741872	82	chr18:35741290-35742372	chr18:35741690-35741972
Tafazzin	Pos_vs_Parental	A5SS	-0.442	0	chrX	73332056	73332625	NA	chrX:73331556-73333125	chrX:73331956-73332725
Card14	KO_vs_Neg	SE	-0.441	0.00356	chr11	119233968	119234090	122	chr11:119233468-119234590	chr11:119233868-119234190
Ccdc33	KO_vs_Pos	SE	0.441	0.00032	chr9	58005797	58005961	164	chr9:58005297-58006461	chr9:58005697-58006061
Lcorl	KO_vs_Pos	SE	-0.441	0.00258	chr5	45880315	45885084	4769	chr5:45879815-45885584	chr5:45880215-45885184
Serpinb6a	Pos_vs_Neg	A5SS	0.441	0.0309	chr13	34119555	34119777	NA	chr13:34119055-34120277	chr13:34119455-34119877
Ccdc33	Pos_vs_Neg	SE	-0.441	0.000347	chr9	58005797	58005961	164	chr9:58005297-58006461	chr9:58005697-58006061
Tuft1	KO_vs_Neg	SE	0.44	0.0143	chr3	94546693	94546776	83	chr3:94546193-94547276	chr3:94546593-94546876
4933412E12Rik	KO_vs_Pos	SE	-0.44	0.0125	chr10	116794789	116794974	185	chr10:116794289-116795474	chr10:116794689-116795074
Chrna1os	Pos_vs_Neg	A5SS	0.44	0.00428	chr2	73415183	73415549	NA	chr2:73414683-73416049	chr2:73415083-73415649
Atp1b3	Pos_vs_Neg	SE	0.44	0.00729	chr9	96222254	96222439	185	chr9:96221754-96222939	chr9:96222154-96222539
Rpgr	Pos_vs_Parental	SE	0.44	0.000781	chrX	10081463	10081598	135	chrX:10080963-10082098	chrX:10081363-10081698
Gm20544	KO_vs_Parental	RI	-0.439	5e-05	chr18	75497177	75498933	NA	chr18:75496677-75499433	chr18:75497077-75499033
Copz2	KO_vs_Pos	SE	0.439	0.0313	chr11	96744883	96744975	92	chr11:96744383-96745475	chr11:96744783-96745075
Garin1b	Pos_vs_Neg	A3SS	0.439	0.0244	chr6	29330641	29330685	NA	chr6:29330141-29331185	chr6:29330541-29330785
Sema4a	Pos_vs_Neg	RI	0.439	2.33e-05	chr3	88358651	88359093	NA	chr3:88358151-88359593	chr3:88358551-88359193
Sltm	Pos_vs_Neg	SE	-0.439	3.82e-05	chr9	70466318	70466383	65	chr9:70465818-70466883	chr9:70466218-70466483
Sltm	Pos_vs_Parental	SE	-0.439	1.93e-05	chr9	70466318	70466383	65	chr9:70465818-70466883	chr9:70466218-70466483
Agrn	Neg_vs_Parental	RI	-0.438	0	chr4	156252233	156253026	NA	chr4:156251733-156253526	chr4:156252133-156253126
Tmbim1	Pos_vs_Parental	RI	-0.438	2.55e-12	chr1	74330853	74332047	NA	chr1:74330353-74332547	chr1:74330753-74332147
Fermt3	KO_vs_Neg	RI	-0.437	0.0203	chr19	6979124	6979820	NA	chr19:6978624-6980320	chr19:6979024-6979920
Epb41l1	KO_vs_Neg	SE	0.437	4.52e-05	chr2	156363157	156365080	1923	chr2:156362657-156365580	chr2:156363057-156365180
Firre	KO_vs_Neg	SE	0.437	0.00565	chrX	49697347	49697484	137	chrX:49696847-49697984	chrX:49697247-49697584
Gm10419	KO_vs_Parental	SE	-0.437	0.000356	chr5	108517426	108517544	118	chr5:108516926-108518044	chr5:108517326-108517644
Mirg	KO_vs_Pos	SE	-0.437	6.14e-05	chr12	109715389	109715443	54	chr12:109714889-109715943	chr12:109715289-109715543
Prmt3	KO_vs_Pos	SE	-0.437	0.0015	chr7	49430868	49430918	50	chr7:49430368-49431418	chr7:49430768-49431018
Sec22b	Pos_vs_Parental	SE	-0.437	5.44e-05	chr3	97819894	97820055	161	chr3:97819394-97820555	chr3:97819794-97820155
