Supplementary Table 18:,"Enrichment score (ES) of A complex formation performed under control condition (CTR).for variants in libraries T1, T2. Missing values are reported as NA. ",Unnamed: 2
MEF2C-HsaEX0038702-BPshift20-TGCadd-R3,0.16,T1
MEF2C-HsaEX0038702-CATGC-AATGC,0.12,T1
MEF2C-HsaEX0038702-CATGC-ACTGC,0.13,T1
MEF2C-HsaEX0038702-CATGC-ATTGC,0.32,T1
MEF2C-HsaEX0038702-CATGC-GCTGC,0.11,T1
MEF2C-HsaEX0038702-CATGC-TATGC,0.27,T1
MEF2C-HsaEX0038702-CATGC-TCTGC,0.31,T1
MEF2C-HsaEX0038702-CATGC-TGTGC,0.23,T1
MEF2C-HsaEX0038702-IgM,0.57,T1
MEF2C-HsaEX0038702-mid_TGCadd-L1,0.17,T1
MEF2C-HsaEX0038702-mid_TGCadd-L2,0.09,T1
MEF2C-HsaEX0038702-mid_TGCadd-R2,0.31,T1
MEF2C-HsaEX0038702-mutTCTC,0.15,T1
MEF2C-HsaEX0038702-rem-12,0.06,T1
MEF2C-HsaEX0038702-rem-15,0.09,T1
MEF2C-HsaEX0038702-rem-18,0.04,T1
MEF2C-HsaEX0038702-rem-3,0.25,T1
MEF2C-HsaEX0038702-rem-6,0.18,T1
MEF2C-HsaEX0038702-rem-9,0.08,T1
MEF2C-HsaEX0038702-TGC1-1rem1,0.2,T1
MEF2C-HsaEX0038702-TGCTC-TGCGT,0.24,T1
MEF2C-HsaEX0038702-TGCTC-TGCTG,0.27,T1
MEF2C-HsaEX0038702-TGCTC-TGCTT,0.51,T1
MEF2C-HsaEX0038702-U1cons,0.44,T1
MEF2C-HsaEX0038702-U6cons,0.62,T1
MEF2C-HsaEX0038702-WT,0.22,T1
MFSD6-HsaEX0039034-add_0-12,0.68,T1
MFSD6-HsaEX0039034-add_0-15,0.68,T1
MFSD6-HsaEX0039034-add_0-3,0.39,T1
MFSD6-HsaEX0039034-add_0-6,0.47,T1
MFSD6-HsaEX0039034-add_0-9,0.6,T1
MFSD6-HsaEX0039034-add_1-12,0.55,T1
MFSD6-HsaEX0039034-add_1-15,0.4,T1
MFSD6-HsaEX0039034-add_1-3,0.48,T1
MFSD6-HsaEX0039034-add_1-6,0.57,T1
MFSD6-HsaEX0039034-add_1-9,0.61,T1
MFSD6-HsaEX0039034-add_10-12,0.6,T1
MFSD6-HsaEX0039034-add_10-15,0.57,T1
MFSD6-HsaEX0039034-add_10-3,0.48,T1
MFSD6-HsaEX0039034-add_10-6,0.59,T1
MFSD6-HsaEX0039034-add_10-9,0.51,T1
MFSD6-HsaEX0039034-add_11-12,0.45,T1
MFSD6-HsaEX0039034-add_11-15,0.69,T1
MFSD6-HsaEX0039034-add_11-3,0.36,T1
MFSD6-HsaEX0039034-add_11-6,0.51,T1
MFSD6-HsaEX0039034-add_11-9,0.61,T1
MFSD6-HsaEX0039034-add_12-12,0.57,T1
MFSD6-HsaEX0039034-add_12-15,0.4,T1
MFSD6-HsaEX0039034-add_12-3,0.29,T1
MFSD6-HsaEX0039034-add_12-6,0.51,T1
MFSD6-HsaEX0039034-add_12-9,0.54,T1
MFSD6-HsaEX0039034-add_13-12,0.78,T1
MFSD6-HsaEX0039034-add_13-15,0.82,T1
MFSD6-HsaEX0039034-add_13-3,0.49,T1
MFSD6-HsaEX0039034-add_13-6,0.27,T1
MFSD6-HsaEX0039034-add_13-9,0.51,T1
MFSD6-HsaEX0039034-add_14-12,0.56,T1
MFSD6-HsaEX0039034-add_14-15,0.61,T1
MFSD6-HsaEX0039034-add_14-3,0.4,T1
MFSD6-HsaEX0039034-add_14-6,0.52,T1
MFSD6-HsaEX0039034-add_14-9,0.69,T1
MFSD6-HsaEX0039034-add_2-12,0.47,T1
MFSD6-HsaEX0039034-add_2-15,0.61,T1
MFSD6-HsaEX0039034-add_2-3,0.45,T1
MFSD6-HsaEX0039034-add_2-6,0.4,T1
MFSD6-HsaEX0039034-add_2-9,0.38,T1
MFSD6-HsaEX0039034-add_3-12,0.58,T1
MFSD6-HsaEX0039034-add_3-15,0.49,T1
MFSD6-HsaEX0039034-add_3-3,0.47,T1
MFSD6-HsaEX0039034-add_3-6,0.53,T1
MFSD6-HsaEX0039034-add_3-9,0.56,T1
MFSD6-HsaEX0039034-add_4-12,0.61,T1
MFSD6-HsaEX0039034-add_4-15,0.67,T1
MFSD6-HsaEX0039034-add_4-3,0.43,T1
MFSD6-HsaEX0039034-add_4-6,0.26,T1
MFSD6-HsaEX0039034-add_4-9,0.63,T1
MFSD6-HsaEX0039034-add_5-12,0.54,T1
MFSD6-HsaEX0039034-add_5-15,0.55,T1
MFSD6-HsaEX0039034-add_5-3,0.49,T1
MFSD6-HsaEX0039034-add_5-6,0.41,T1
MFSD6-HsaEX0039034-add_5-9,0.63,T1
MFSD6-HsaEX0039034-add_6-12,0.44,T1
MFSD6-HsaEX0039034-add_6-15,0.52,T1
MFSD6-HsaEX0039034-add_6-3,0.59,T1
MFSD6-HsaEX0039034-add_6-6,0.45,T1
MFSD6-HsaEX0039034-add_6-9,0.65,T1
MFSD6-HsaEX0039034-add_7-12,0.68,T1
MFSD6-HsaEX0039034-add_7-15,0.8,T1
MFSD6-HsaEX0039034-add_7-3,0.37,T1
MFSD6-HsaEX0039034-add_7-6,0.58,T1
MFSD6-HsaEX0039034-add_7-9,0.49,T1
MFSD6-HsaEX0039034-add_8-12,0.67,T1
MFSD6-HsaEX0039034-add_8-15,0.63,T1
MFSD6-HsaEX0039034-add_8-6,0.55,T1
MFSD6-HsaEX0039034-add_8-9,0.56,T1
MFSD6-HsaEX0039034-add_9-12,0.53,T1
MFSD6-HsaEX0039034-add_9-15,0.78,T1
MFSD6-HsaEX0039034-add_9-6,0.6,T1
MFSD6-HsaEX0039034-add_9-9,0.8,T1
MFSD6-HsaEX0039034-addTCTC,0.23,T1
MFSD6-HsaEX0039034-AdML,0.55,T1
MFSD6-HsaEX0039034-AGTmutAGG,0.49,T1
MFSD6-HsaEX0039034-AGTmutGAC,0.36,T1
MFSD6-HsaEX0039034-ATGCG-CTGCG,0.41,T1
MFSD6-HsaEX0039034-ATGCG-CTGCT,0.32,T1
MFSD6-HsaEX0039034-ATGCG-TTGCC,0.38,T1
MFSD6-HsaEX0039034-ATGCG-TTGCG,0.56,T1
MFSD6-HsaEX0039034-ATGCG-TTGCT,0.42,T1
MFSD6-HsaEX0039034-BP_12s,0.42,T1
MFSD6-HsaEX0039034-BP_13s,0.98,T1
MFSD6-HsaEX0039034-BP1-TAAmutCAT,0.34,T1
MFSD6-HsaEX0039034-BP2-TAAmutCAT,0.44,T1
MFSD6-HsaEX0039034-BP3-TTAmutCTG,0.19,T1
MFSD6-HsaEX0039034-BPmut2-12,0.37,T1
MFSD6-HsaEX0039034-BPmut2-13,0.21,T1
MFSD6-HsaEX0039034-BPmut2-23,0.22,T1
MFSD6-HsaEX0039034-BPmut3,0.16,T1
MFSD6-HsaEX0039034-BPshift10,0.4,T1
MFSD6-HsaEX0039034-BPshift10-TGCadd-L1,0.39,T1
MFSD6-HsaEX0039034-BPshift10-TGCadd-L2,0.66,T1
MFSD6-HsaEX0039034-BPshift10-TGCadd-R1,0.47,T1
MFSD6-HsaEX0039034-BPshift10-TGCadd-R2,0.34,T1
MFSD6-HsaEX0039034-BPshift20,0.29,T1
MFSD6-HsaEX0039034-BPshift20-TGCadd-L1,0.45,T1
MFSD6-HsaEX0039034-BPshift20-TGCadd-L2,0.38,T1
MFSD6-HsaEX0039034-BPshift20-TGCadd-R1,0.36,T1
MFSD6-HsaEX0039034-BPshift20-TGCadd-R2,0.28,T1
MFSD6-HsaEX0039034-CATGC-AATGC,0.18,T1
MFSD6-HsaEX0039034-CATGC-ACTGC,0.16,T1
MFSD6-HsaEX0039034-CATGC-ATTGC,0.46,T1
MFSD6-HsaEX0039034-CATGC-GCTGC,0.21,T1
MFSD6-HsaEX0039034-CATGC-TATGC,0.32,T1
MFSD6-HsaEX0039034-CATGC-TCTGC,0.4,T1
MFSD6-HsaEX0039034-CATGC-TGTGC,0.17,T1
MFSD6-HsaEX0039034-full_TGCadd-L1,0.31,T1
MFSD6-HsaEX0039034-full_TGCadd-L2,0.37,T1
MFSD6-HsaEX0039034-full_TGCadd-R1,0.21,T1
MFSD6-HsaEX0039034-full_TGCadd-R2,0.2,T1
MFSD6-HsaEX0039034-IgM,0.35,T1
MFSD6-HsaEX0039034-mid_TGCadd-R1,0.48,T1
MFSD6-HsaEX0039034-rem-12,0.26,T1
MFSD6-HsaEX0039034-rem-15,0.21,T1
MFSD6-HsaEX0039034-rem-18,0.2,T1
MFSD6-HsaEX0039034-rem-3,0.29,T1
MFSD6-HsaEX0039034-rem-6,0.32,T1
MFSD6-HsaEX0039034-rem-9,0.31,T1
MFSD6-HsaEX0039034-TGC2-12rem2,0.44,T1
MFSD6-HsaEX0039034-TGC2-1rem1,0.51,T1
MFSD6-HsaEX0039034-TGC2-2rem1,0.27,T1
MFSD6-HsaEX0039034-TGCGG-TGCGT,0.55,T1
MFSD6-HsaEX0039034-TGCGG-TGCTG,0.31,T1
MFSD6-HsaEX0039034-TGCGG-TGCTT,0.69,T1
MFSD6-HsaEX0039034-U1cons,0.26,T1
MFSD6-HsaEX0039034-U6cons,0.41,T1
MFSD6-HsaEX0039034-WT,0.19,T1
MTA1-HsaEX0040386-add_0-12,0.86,T1
MTA1-HsaEX0040386-add_0-15,0.73,T1
MTA1-HsaEX0040386-add_0-18,1.15,T1
MTA1-HsaEX0040386-add_0-21,1.05,T1
MTA1-HsaEX0040386-add_0-24,0.64,T1
MTA1-HsaEX0040386-add_0-27,0.66,T1
MTA1-HsaEX0040386-add_0-3,0.39,T1
MTA1-HsaEX0040386-add_0-30,0.59,T1
MTA1-HsaEX0040386-add_0-6,0.71,T1
MTA1-HsaEX0040386-add_0-9,0.83,T1
MTA1-HsaEX0040386-add_1-12,0.56,T1
MTA1-HsaEX0040386-add_1-15,0.65,T1
MTA1-HsaEX0040386-add_1-18,0.73,T1
MTA1-HsaEX0040386-add_1-21,0.53,T1
MTA1-HsaEX0040386-add_1-24,0.17,T1
MTA1-HsaEX0040386-add_1-27,0.7,T1
MTA1-HsaEX0040386-add_1-3,0.46,T1
MTA1-HsaEX0040386-add_1-30,0.55,T1
MTA1-HsaEX0040386-add_1-6,0.49,T1
MTA1-HsaEX0040386-add_1-9,0.64,T1
MTA1-HsaEX0040386-add_10-12,0.74,T1
MTA1-HsaEX0040386-add_10-15,0.51,T1
MTA1-HsaEX0040386-add_10-18,0.57,T1
MTA1-HsaEX0040386-add_10-21,0.66,T1
MTA1-HsaEX0040386-add_10-24,0.89,T1
MTA1-HsaEX0040386-add_10-27,0.98,T1
MTA1-HsaEX0040386-add_10-3,0.32,T1
MTA1-HsaEX0040386-add_10-30,0.97,T1
MTA1-HsaEX0040386-add_10-6,0.59,T1
MTA1-HsaEX0040386-add_10-9,0.72,T1
MTA1-HsaEX0040386-add_11-12,0.52,T1
MTA1-HsaEX0040386-add_11-15,0.59,T1
MTA1-HsaEX0040386-add_11-18,0.34,T1
MTA1-HsaEX0040386-add_11-21,0.74,T1
MTA1-HsaEX0040386-add_11-24,0.85,T1
MTA1-HsaEX0040386-add_11-27,0.75,T1
MTA1-HsaEX0040386-add_11-3,0.38,T1
MTA1-HsaEX0040386-add_11-30,0.41,T1
MTA1-HsaEX0040386-add_11-6,0.44,T1
MTA1-HsaEX0040386-add_11-9,0.43,T1
MTA1-HsaEX0040386-add_12-12,0.63,T1
MTA1-HsaEX0040386-add_12-15,0.57,T1
MTA1-HsaEX0040386-add_12-18,0.6,T1
MTA1-HsaEX0040386-add_12-21,0.49,T1
MTA1-HsaEX0040386-add_12-24,0.53,T1
MTA1-HsaEX0040386-add_12-27,0.72,T1
MTA1-HsaEX0040386-add_12-3,0.22,T1
MTA1-HsaEX0040386-add_12-30,0.47,T1
MTA1-HsaEX0040386-add_12-6,0.42,T1
MTA1-HsaEX0040386-add_12-9,0.55,T1
MTA1-HsaEX0040386-add_13-12,0.88,T1
MTA1-HsaEX0040386-add_13-15,1,T1
MTA1-HsaEX0040386-add_13-18,1.21,T1
MTA1-HsaEX0040386-add_13-21,1.31,T1
MTA1-HsaEX0040386-add_13-24,1.13,T1
MTA1-HsaEX0040386-add_13-27,0.82,T1
MTA1-HsaEX0040386-add_13-3,0.75,T1
MTA1-HsaEX0040386-add_13-30,0.74,T1
MTA1-HsaEX0040386-add_13-6,0.75,T1
MTA1-HsaEX0040386-add_13-9,1.15,T1
MTA1-HsaEX0040386-add_14-12,0.65,T1
MTA1-HsaEX0040386-add_14-15,0.82,T1
MTA1-HsaEX0040386-add_14-18,0.8,T1
MTA1-HsaEX0040386-add_14-21,0.91,T1
MTA1-HsaEX0040386-add_14-24,1.03,T1
MTA1-HsaEX0040386-add_14-27,1.09,T1
MTA1-HsaEX0040386-add_14-3,0.52,T1
MTA1-HsaEX0040386-add_14-30,1.08,T1
MTA1-HsaEX0040386-add_14-6,0.45,T1
MTA1-HsaEX0040386-add_14-9,0.56,T1
MTA1-HsaEX0040386-add_2-12,0.29,T1
MTA1-HsaEX0040386-add_2-15,0.61,T1
MTA1-HsaEX0040386-add_2-18,0.61,T1
MTA1-HsaEX0040386-add_2-21,0.68,T1
MTA1-HsaEX0040386-add_2-24,0.96,T1
MTA1-HsaEX0040386-add_2-27,0.85,T1
MTA1-HsaEX0040386-add_2-3,0.35,T1
MTA1-HsaEX0040386-add_2-30,0.65,T1
MTA1-HsaEX0040386-add_2-6,0.43,T1
MTA1-HsaEX0040386-add_2-9,0.27,T1
MTA1-HsaEX0040386-add_3-12,0.54,T1
MTA1-HsaEX0040386-add_3-15,0.44,T1
MTA1-HsaEX0040386-add_3-18,0.54,T1
MTA1-HsaEX0040386-add_3-21,0.68,T1
MTA1-HsaEX0040386-add_3-24,0.68,T1
MTA1-HsaEX0040386-add_3-27,0.84,T1
MTA1-HsaEX0040386-add_3-3,0.31,T1
MTA1-HsaEX0040386-add_3-30,0.92,T1
MTA1-HsaEX0040386-add_3-6,0.27,T1
MTA1-HsaEX0040386-add_3-9,0.55,T1
MTA1-HsaEX0040386-add_4-12,0.6,T1
MTA1-HsaEX0040386-add_4-15,0.5,T1
MTA1-HsaEX0040386-add_4-18,0.8,T1
MTA1-HsaEX0040386-add_4-21,0.8,T1
MTA1-HsaEX0040386-add_4-24,0.97,T1
MTA1-HsaEX0040386-add_4-27,1.09,T1
MTA1-HsaEX0040386-add_4-3,0.55,T1
MTA1-HsaEX0040386-add_4-30,0.95,T1
MTA1-HsaEX0040386-add_4-6,0.46,T1
MTA1-HsaEX0040386-add_4-9,0.25,T1
MTA1-HsaEX0040386-add_5-12,0.62,T1
MTA1-HsaEX0040386-add_5-15,0.61,T1
MTA1-HsaEX0040386-add_5-18,0.57,T1
MTA1-HsaEX0040386-add_5-21,0.71,T1
MTA1-HsaEX0040386-add_5-24,0.56,T1
MTA1-HsaEX0040386-add_5-27,0.75,T1
MTA1-HsaEX0040386-add_5-3,0.39,T1
MTA1-HsaEX0040386-add_5-30,0.51,T1
MTA1-HsaEX0040386-add_5-6,0.35,T1
MTA1-HsaEX0040386-add_5-9,0.54,T1
MTA1-HsaEX0040386-add_6-12,0.65,T1
MTA1-HsaEX0040386-add_6-15,0.52,T1
MTA1-HsaEX0040386-add_6-18,0.62,T1
MTA1-HsaEX0040386-add_6-21,1.09,T1
MTA1-HsaEX0040386-add_6-24,0.85,T1
MTA1-HsaEX0040386-add_6-27,0.87,T1
MTA1-HsaEX0040386-add_6-3,0.43,T1
MTA1-HsaEX0040386-add_6-30,0.84,T1
MTA1-HsaEX0040386-add_6-6,0.49,T1
MTA1-HsaEX0040386-add_6-9,0.62,T1
MTA1-HsaEX0040386-add_7-12,0.92,T1
MTA1-HsaEX0040386-add_7-15,0.98,T1
MTA1-HsaEX0040386-add_7-18,1.11,T1
MTA1-HsaEX0040386-add_7-21,0.78,T1
MTA1-HsaEX0040386-add_7-24,1,T1
MTA1-HsaEX0040386-add_7-27,1.02,T1
MTA1-HsaEX0040386-add_7-3,0.53,T1
MTA1-HsaEX0040386-add_7-30,1.23,T1
MTA1-HsaEX0040386-add_7-6,0.45,T1
MTA1-HsaEX0040386-add_7-9,0.6,T1
MTA1-HsaEX0040386-add_8-12,0.78,T1
MTA1-HsaEX0040386-add_8-15,0.82,T1
MTA1-HsaEX0040386-add_8-18,0.48,T1
MTA1-HsaEX0040386-add_8-21,0.66,T1
MTA1-HsaEX0040386-add_8-24,0.62,T1
MTA1-HsaEX0040386-add_8-27,0.69,T1
MTA1-HsaEX0040386-add_8-30,0.65,T1
MTA1-HsaEX0040386-add_8-6,0.44,T1
MTA1-HsaEX0040386-add_8-9,0.63,T1
MTA1-HsaEX0040386-add_9-12,0.54,T1
MTA1-HsaEX0040386-add_9-15,0.95,T1
MTA1-HsaEX0040386-add_9-18,0.79,T1
MTA1-HsaEX0040386-add_9-21,0.68,T1
MTA1-HsaEX0040386-add_9-24,0.87,T1
MTA1-HsaEX0040386-add_9-27,0.99,T1
MTA1-HsaEX0040386-add_9-30,0.55,T1
MTA1-HsaEX0040386-add_9-6,0.25,T1
MTA1-HsaEX0040386-add_9-9,0.42,T1
MTA1-HsaEX0040386-addTCTC,0.16,T1
MTA1-HsaEX0040386-AdML,0.19,T1
MTA1-HsaEX0040386-AGGmutGAC,0.31,T1
MTA1-HsaEX0040386-BP1-TAAmutCAT,0.09,T1
MTA1-HsaEX0040386-BP2-TAAmutCAT,0.22,T1
MTA1-HsaEX0040386-BP3-TCAmutCCG,0.12,T1
MTA1-HsaEX0040386-BPmut2-23,0.11,T1
MTA1-HsaEX0040386-BPshift10,0.47,T1
MTA1-HsaEX0040386-BPshift10-TGCadd-L1,0.68,T1
MTA1-HsaEX0040386-BPshift10-TGCadd-L2,0.85,T1
MTA1-HsaEX0040386-BPshift10-TGCadd-L3,0.78,T1
MTA1-HsaEX0040386-BPshift10-TGCadd-R1,0.57,T1
MTA1-HsaEX0040386-BPshift10-TGCadd-R2,0.37,T1
MTA1-HsaEX0040386-BPshift10-TGCadd-R3,0.4,T1
MTA1-HsaEX0040386-BPshift20,0.57,T1
MTA1-HsaEX0040386-BPshift20-TGCadd-L1,0.65,T1
MTA1-HsaEX0040386-BPshift20-TGCadd-L2,0.96,T1
MTA1-HsaEX0040386-BPshift20-TGCadd-R1,0.47,T1
MTA1-HsaEX0040386-BPshift20-TGCadd-R2,0.47,T1
MTA1-HsaEX0040386-CTGCT-ATGCG,0.19,T1
MTA1-HsaEX0040386-CTGCT-ATGCT,0.3,T1
MTA1-HsaEX0040386-CTGCT-CTGCG,0.18,T1
MTA1-HsaEX0040386-CTGCT-TTGCC,0.17,T1
MTA1-HsaEX0040386-CTGCT-TTGCG,0.16,T1
MTA1-HsaEX0040386-CTGCT-TTGCT,0.25,T1
MTA1-HsaEX0040386-full_TGCadd-L1,0.46,T1
MTA1-HsaEX0040386-full_TGCadd-L2,0.13,T1
MTA1-HsaEX0040386-full_TGCadd-R1,0.2,T1
MTA1-HsaEX0040386-full_TGCadd-R2,0.09,T1
MTA1-HsaEX0040386-IgM,0.01,T1
MTA1-HsaEX0040386-mid_TGCadd-L1,0.06,T1
MTA1-HsaEX0040386-mid_TGCadd-L2,0.02,T1
MTA1-HsaEX0040386-mid_TGCadd-R1,0.38,T1
MTA1-HsaEX0040386-mid_TGCadd-R2,0.32,T1
MTA1-HsaEX0040386-rem-3,0.26,T1
MTA1-HsaEX0040386-rem-6,0.29,T1
MTA1-HsaEX0040386-TCTGC-AATGC,0.18,T1
MTA1-HsaEX0040386-TCTGC-ACTGC,0.16,T1
MTA1-HsaEX0040386-TCTGC-ATTGC,0.17,T1
MTA1-HsaEX0040386-TCTGC-CATGC,0.23,T1
MTA1-HsaEX0040386-TCTGC-CTTGC,0.22,T1
MTA1-HsaEX0040386-TCTGC-GCTGC,0.12,T1
MTA1-HsaEX0040386-TCTGC-TGTGC,0.13,T1
MTA1-HsaEX0040386-TGC1-1rem1,0.22,T1
MTA1-HsaEX0040386-TGCTG-TGCGT,0.19,T1
MTA1-HsaEX0040386-TGCTG-TGCTT,0.34,T1
MTA1-HsaEX0040386-U1cons,0.37,T1
MTA1-HsaEX0040386-U6cons,0.4,T1
MTA1-HsaEX0040386-WT,0.16,T1
NRBP1-HsaEX0043752-add_0-12,0.29,T1
NRBP1-HsaEX0043752-add_0-15,0.4,T1
NRBP1-HsaEX0043752-add_0-18,0.3,T1
NRBP1-HsaEX0043752-add_0-3,0.19,T1
NRBP1-HsaEX0043752-add_0-6,0.17,T1
NRBP1-HsaEX0043752-add_0-9,0.25,T1
NRBP1-HsaEX0043752-add_1-12,0.24,T1
NRBP1-HsaEX0043752-add_1-15,0.22,T1
NRBP1-HsaEX0043752-add_1-18,0.15,T1
NRBP1-HsaEX0043752-add_1-3,0.25,T1
NRBP1-HsaEX0043752-add_1-6,0.19,T1
NRBP1-HsaEX0043752-add_1-9,0.22,T1
NRBP1-HsaEX0043752-add_10-12,0.16,T1
NRBP1-HsaEX0043752-add_10-15,0.19,T1
NRBP1-HsaEX0043752-add_10-18,0.28,T1
NRBP1-HsaEX0043752-add_10-3,0.23,T1
NRBP1-HsaEX0043752-add_10-6,0.22,T1
NRBP1-HsaEX0043752-add_10-9,0.19,T1
NRBP1-HsaEX0043752-add_11-12,0.26,T1
NRBP1-HsaEX0043752-add_11-15,0.28,T1
NRBP1-HsaEX0043752-add_11-18,0.28,T1
NRBP1-HsaEX0043752-add_11-3,0.18,T1
NRBP1-HsaEX0043752-add_11-6,0.14,T1
NRBP1-HsaEX0043752-add_11-9,0.29,T1
NRBP1-HsaEX0043752-add_12-12,0.19,T1
NRBP1-HsaEX0043752-add_12-15,0.18,T1
NRBP1-HsaEX0043752-add_12-18,0.16,T1
NRBP1-HsaEX0043752-add_12-3,0.15,T1
NRBP1-HsaEX0043752-add_12-6,0.14,T1
NRBP1-HsaEX0043752-add_12-9,0.23,T1
NRBP1-HsaEX0043752-add_13-12,0.35,T1
NRBP1-HsaEX0043752-add_13-15,0.46,T1
NRBP1-HsaEX0043752-add_13-18,0.47,T1
NRBP1-HsaEX0043752-add_13-3,0.27,T1
NRBP1-HsaEX0043752-add_13-6,0.21,T1
NRBP1-HsaEX0043752-add_13-9,0.32,T1
NRBP1-HsaEX0043752-add_14-12,0.31,T1
NRBP1-HsaEX0043752-add_14-15,0.26,T1
NRBP1-HsaEX0043752-add_14-18,0.21,T1
NRBP1-HsaEX0043752-add_14-3,0.24,T1
NRBP1-HsaEX0043752-add_14-6,0.18,T1
NRBP1-HsaEX0043752-add_14-9,0.22,T1
NRBP1-HsaEX0043752-add_2-12,0.13,T1
NRBP1-HsaEX0043752-add_2-15,0.15,T1
NRBP1-HsaEX0043752-add_2-18,0.19,T1
NRBP1-HsaEX0043752-add_2-3,0.15,T1
NRBP1-HsaEX0043752-add_2-6,0.15,T1
NRBP1-HsaEX0043752-add_2-9,0.11,T1
NRBP1-HsaEX0043752-add_3-12,0.15,T1
NRBP1-HsaEX0043752-add_3-15,0.19,T1
NRBP1-HsaEX0043752-add_3-18,0.19,T1
NRBP1-HsaEX0043752-add_3-3,0.19,T1
NRBP1-HsaEX0043752-add_3-6,0.21,T1
NRBP1-HsaEX0043752-add_3-9,0.22,T1
NRBP1-HsaEX0043752-add_4-12,0.21,T1
NRBP1-HsaEX0043752-add_4-15,0.19,T1
NRBP1-HsaEX0043752-add_4-18,0.11,T1
NRBP1-HsaEX0043752-add_4-3,0.22,T1
NRBP1-HsaEX0043752-add_4-6,0.19,T1
NRBP1-HsaEX0043752-add_4-9,0.23,T1
NRBP1-HsaEX0043752-add_5-12,0.15,T1
NRBP1-HsaEX0043752-add_5-15,0.15,T1
NRBP1-HsaEX0043752-add_5-18,0.17,T1
NRBP1-HsaEX0043752-add_5-3,0.14,T1
NRBP1-HsaEX0043752-add_5-6,0.2,T1
NRBP1-HsaEX0043752-add_5-9,0.16,T1
NRBP1-HsaEX0043752-add_6-12,0.25,T1
NRBP1-HsaEX0043752-add_6-15,0.2,T1
NRBP1-HsaEX0043752-add_6-18,0.26,T1
NRBP1-HsaEX0043752-add_6-3,0.17,T1
NRBP1-HsaEX0043752-add_6-6,0.21,T1
NRBP1-HsaEX0043752-add_6-9,0.19,T1
NRBP1-HsaEX0043752-add_7-12,0.33,T1
NRBP1-HsaEX0043752-add_7-15,0.38,T1
NRBP1-HsaEX0043752-add_7-18,0.32,T1
NRBP1-HsaEX0043752-add_7-3,0.18,T1
NRBP1-HsaEX0043752-add_7-6,0.27,T1
NRBP1-HsaEX0043752-add_7-9,0.19,T1
NRBP1-HsaEX0043752-add_8-12,0.32,T1
NRBP1-HsaEX0043752-add_8-15,0.18,T1
NRBP1-HsaEX0043752-add_8-18,0.18,T1
NRBP1-HsaEX0043752-add_8-6,0.16,T1
NRBP1-HsaEX0043752-add_8-9,0.25,T1
NRBP1-HsaEX0043752-add_9-12,0.3,T1
NRBP1-HsaEX0043752-add_9-15,0.32,T1
NRBP1-HsaEX0043752-add_9-18,0.28,T1
NRBP1-HsaEX0043752-add_9-6,0.21,T1
NRBP1-HsaEX0043752-add_9-9,0.2,T1
NRBP1-HsaEX0043752-AdML,,T1
NRBP1-HsaEX0043752-AGTmutAGG,0.42,T1
NRBP1-HsaEX0043752-AGTmutGAC,0.24,T1
NRBP1-HsaEX0043752-BP_12s,0.12,T1
NRBP1-HsaEX0043752-BP1-TCAmutCCG,0.12,T1
NRBP1-HsaEX0043752-BP2-TTAmutCTG,0.17,T1
NRBP1-HsaEX0043752-BPmut2-12,0.12,T1
NRBP1-HsaEX0043752-BPshift10,0.26,T1
NRBP1-HsaEX0043752-BPshift10-TGCadd-L1,0.24,T1
NRBP1-HsaEX0043752-BPshift10-TGCadd-R1,0.27,T1
NRBP1-HsaEX0043752-BPshift20,0.28,T1
NRBP1-HsaEX0043752-BPshift20-TGCadd-L1,0.27,T1
NRBP1-HsaEX0043752-BPshift20-TGCadd-R1,0.17,T1
NRBP1-HsaEX0043752-CTGCT-ATGCG,0.13,T1
NRBP1-HsaEX0043752-CTGCT-ATGCT,0.17,T1
NRBP1-HsaEX0043752-CTGCT-CTGCG,0.22,T1
NRBP1-HsaEX0043752-CTGCT-TTGCC,0.23,T1
NRBP1-HsaEX0043752-CTGCT-TTGCG,0.18,T1
NRBP1-HsaEX0043752-CTGCT-TTGCT,0.15,T1
NRBP1-HsaEX0043752-full_TGCadd-L1,0.2,T1
NRBP1-HsaEX0043752-full_TGCadd-L2,0.21,T1
NRBP1-HsaEX0043752-full_TGCadd-L3,0.12,T1
NRBP1-HsaEX0043752-full_TGCadd-R1,0.17,T1
NRBP1-HsaEX0043752-full_TGCadd-R2,0.14,T1
NRBP1-HsaEX0043752-full_TGCadd-R3,0.12,T1
NRBP1-HsaEX0043752-GCTGC-AATGC,0.22,T1
NRBP1-HsaEX0043752-GCTGC-ACTGC,0.2,T1
NRBP1-HsaEX0043752-GCTGC-ATTGC,0.21,T1
NRBP1-HsaEX0043752-GCTGC-CATGC,0.16,T1
NRBP1-HsaEX0043752-GCTGC-CTTGC,0.16,T1
NRBP1-HsaEX0043752-GCTGC-TATGC,0.27,T1
NRBP1-HsaEX0043752-GCTGC-TCTGC,0.23,T1
NRBP1-HsaEX0043752-GCTGC-TGTGC,0.3,T1
NRBP1-HsaEX0043752-IgM,0.08,T1
NRBP1-HsaEX0043752-mid_TGCadd-L1,0.17,T1
NRBP1-HsaEX0043752-mid_TGCadd-L2,0.12,T1
NRBP1-HsaEX0043752-mid_TGCadd-R1,0.16,T1
NRBP1-HsaEX0043752-mid_TGCadd-R2,0.13,T1
NRBP1-HsaEX0043752-mutTCTC,0.2,T1
