Supplementary Table 8:,PSI of endogenous events under 9 experimental conditions,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
CTNND1,HsaEX0017872,chr11:57806461-57806478,18,"chr11:57806035,57806461-57806478,57806915",S,LS,0.97,"SOK,SOK,2=0=326,Bn,S@3.18,324.82",0,"SOK,SOK,0=0=151,Bn,S@0.00,151.00",31.77,"SOK,SOK,18=18=123,OK,S@50.51,108.49",16.59,"SOK,SOK,10=7=136,OK,S@25.38,127.62",33.44,"SOK,SOK,19=17=114,OK,S@50.16,99.84",1.05,"SOK,SOK,1=1=300,OK,S@3.17,298.83",4.47,"SOK,SOK,3=5=272,OK,S@12.52,267.48",15.47,"SOK,SOK,17=9=226,OK,S@38.98,213.02",13.22,"SOK,SOK,12=15=282,OK,S@40.85,268.15"
CLEC16A,HsaEX0015596,chr16:10972554-10972559,6,"chr16:10971230,10972554-10972559,10972938",MIC,LS,0,"SOK,SOK,0=242,na,na@0.00,242.00",0,"SOK,SOK,0=115,na,na@0.00,115.00",33.69,"OK,OK,24=57,na,na@27.29,53.71",4.61,"SOK,SOK,4=100,na,na@4.79,99.21",27.08,"OK,OK,20=65,na,na@23.02,61.98",0,"OK,OK,0=75,na,na@0.00,75.00",0,"SOK,SOK,0=105,na,na@0.00,105.00",22.51,"OK,OK,13=54,na,na@15.08,51.92",4.94,"OK,OK,4=93,na,na@4.79,92.21"
AMPH,HsaEX1003606,chr7:38464089-38464097,9,"chr7:38465467,38464089-38464097,38463113",MIC,NonResponding,0,"OK,OK,0=38,na,na@0.00,38.00",0,"OK,OK,0=44,na,na@0.00,44.00",0,"OK,OK,0=36,na,na@0.00,36.00",0,"OK,OK,0=42,na,na@0.00,42.00",0,"OK,OK,0=43,na,na@0.00,43.00",,"N,N,0=0,na,na@0,0",,"N,N,0=0,na,na@0,0",,"N,N,0=0,na,na@0,0",,"N,N,0=0,na,na@0,0"
CYLD,HsaEX0018232,chr16:50775166-50775174,9,"chr16:50754424,50775166-50775174,50776179",MIC,LS,0.41,"SOK,SOK,1=329,na,na@1.35,328.65",0,"SOK,SOK,0=169,na,na@0.00,169.00",23.98,"SOK,SOK,30=128,na,na@37.89,120.11",1.64,"SOK,SOK,2=161,na,na@2.67,160.33",9.01,"SOK,SOK,12=163,na,na@15.77,159.23",0,"OK,OK,0=88,na,na@0.00,88.00",0,"OK,OK,0=82,na,na@0.00,82.00",19.1,"OK,OK,10=57,na,na@12.80,54.20",4.3,"OK,OK,3=90,na,na@4.00,89.00"
MICU1,HsaEX0039245,chr10:72509398-72509403,6,"chr10:72523802+72531460+72533742+72533746,72509398-72509403,72477256+72508269+72508271",MIC,NonResponding,0,"SOK,SOK,0=882,na,na@0.00,882.00",0,"SOK,SOK,0=398,na,na@0.00,398.00",0,"SOK,SOK,0=399,na,na@0.00,399.00",0,"SOK,SOK,0=358,na,na@0.00,358.00",0,"SOK,SOK,0=396,na,na@0.00,396.00",0,"SOK,SOK,0=262,na,na@0.00,262.00",0,"SOK,SOK,0=262,na,na@0.00,262.00",0,"SOK,SOK,0=266,na,na@0.00,266.00",0,"SOK,SOK,0=266,na,na@0.00,266.00"
GLRB,HsaEX0027672,chr4:157091371-157091382,12,"chr4:157078146+157084724,157091371-157091382,157120556+157170432",MIC,LS,0,"SOK,SOK,0=169,na,na@0.00,169.00",1.47,"SOK,SOK,1=102,na,na@1.51,101.49",14.62,"OK,OK,9=80,na,na@13.01,75.99",1.82,"OK,OK,1=82,na,na@1.51,81.49",10.02,"OK,OK,6=82,na,na@8.82,79.18",0,"LOW,LOW,0=16,na,na@0.00,16.00",0,"N,N,0=9,na,na@0.00,9.00",75.25,"N,N,2=1,na,na@2.26,0.74",13.19,"VLOW,VLOW,1=10,na,na@1.45,9.55"
MADD,HsaEX0037213,chr11:47280160-47280168,9,"chr11:47279079,47280160-47280168,47281575",MIC,LS,0,"SOK,SOK,0=247,na,na@0.00,247.00",0,"SOK,SOK,0=132,na,na@0.00,132.00",43.53,"SOK,SOK,63=110,na,na@75.31,97.69",5.52,"SOK,SOK,8=184,na,na@10.60,181.40",28.89,"SOK,SOK,48=159,na,na@59.80,147.20",0,"SOK,SOK,0=140,na,na@0.00,140.00",0,"SOK,SOK,0=183,na,na@0.00,183.00",4.85,"SOK,SOK,5=132,na,na@6.64,130.36",3.33,"SOK,SOK,4=156,na,na@5.33,154.67"
MYO1B,HsaEX0041101,chr2:191379267-191379272,6,"chr2:191370292+191377917,191379267-191379272,191381462",MIC,NonResponding,0,"SOK,SOK,0=410,na,na@0.00,410.00",0,"SOK,SOK,0=200,na,na@0.00,200.00",0,"SOK,SOK,0=209,na,na@0.00,209.00",0,"SOK,SOK,0=205,na,na@0.00,205.00",0,"SOK,SOK,0=219,na,na@0.00,219.00",0,"SOK,SOK,0=173,na,na@0.00,173.00",0,"SOK,SOK,0=307,na,na@0.00,307.00",0,"SOK,SOK,0=358,na,na@0.00,358.00",0,"SOK,SOK,0=340,na,na@0.00,340.00"
MTSS1L,HsaEX0040737,chr16:70679315-70679323,9,"chr16:70679627+70679630+70679643,70679315-70679323,70678409+70678413",MIC,LS,40.01,"SOK,SOK,164=331,na,na@198.05,296.95",39.98,"SOK,SOK,94=190,na,na@113.54,170.46",90.53,"SOK,SOK,270=38,na,na@278.83,29.17",60.8,"SOK,SOK,191=159,na,na@212.80,137.20",84.01,"SOK,SOK,238=61,na,na@251.19,47.81",46.29,"SOK,SOK,89=139,na,na@105.54,122.46",55.68,"SOK,SOK,112=120,na,na@129.18,102.82",91.83,"SOK,SOK,242=29,na,na@248.86,22.14",74.84,"SOK,SOK,179=81,na,na@194.58,65.42"
TACC2,HsaEX0063374,chr10:122245065-122245073,9,"chr10:122242001,122245065-122245073,122248643",MIC,HS,0,"OK,OK,0=90,na,na@0.00,90.00",0,"OK,OK,0=55,na,na@0.00,55.00",64.93,"OK,OK,22=16,na,na@24.67,13.33",28.9,"OK,OK,16=53,na,na@19.94,49.06",42.34,"OK,OK,18=33,na,na@21.59,29.41",0,"OK,OK,0=74,na,na@0.00,74.00",6.62,"SOK,SOK,5=95,na,na@6.62,93.38",30.2,"SOK,SOK,27=84,na,na@33.52,77.48",12.26,"SOK,SOK,11=106,na,na@14.34,102.66"
EXOC6,HsaEX0023471,chr10:93057906-93057917,12,"chr10:93057036,93057903+93057906-93057917,93058223",MIC,NonResponding,0,"SOK,SOK,0=448,na,na@0.00,448.00",0,"SOK,SOK,0=217,na,na@0.00,217.00",2.26,"SOK,SOK,3=217,na,na@4.97,215.03",0.81,"SOK,SOK,1=186,na,na@1.51,185.49",2.6,"SOK,SOK,4=236,na,na@6.24,233.76",0,"SOK,SOK,0=109,na,na@0.00,109.00",0,"OK,OK,0=98,na,na@0.00,98.00",0,"OK,OK,0=87,na,na@0.00,87.00",0,"OK,OK,0=92,na,na@0.00,92.00"
PRKACB,HsaEX0050092,chr1:84175799-84175807,9,"chr1:84078371+84144548+84157405+84164422+84165013+84175056,84175799-84175807,84179176+84179177",MIC,LS,0,"SOK,SOK,0=101,na,na@0.00,101.00",0,"OK,OK,0=63,na,na@0.00,63.00",16.44,"OK,OK,6=48,na,na@8.88,45.12",2.05,"OK,OK,1=57,na,na@1.19,56.81",12.63,"OK,OK,5=50,na,na@6.95,48.05",2.07,"OK,OK,1=64,na,na@1.35,63.65",0,"OK,OK,0=57,na,na@0.00,57.00",5.45,"OK,OK,2=44,na,na@2.51,43.49",5.28,"OK,OK,2=58,na,na@3.17,56.83"
GMPPA,HsaEX0027793,chr2:219504854-219504868,15,"chr2:219501773+219502441+219504213,219504854-219504868,219505228+219506254",MIC,NonResponding,0,"SOK,SOK,0=338,na,na@0.00,338.00",0,"SOK,SOK,0=214,na,na@0.00,214.00",1.61,"SOK,SOK,2=214,na,na@3.48,212.52",0,"SOK,SOK,0=213,na,na@0.00,213.00",1.54,"SOK,SOK,2=224,na,na@3.48,222.52",0,"SOK,SOK,0=270,na,na@0.00,270.00",0,"SOK,SOK,0=290,na,na@0.00,290.00",0.5,"SOK,SOK,1=347,na,na@1.74,346.26",0,"SOK,SOK,0=312,na,na@0.00,312.00"
TAF1,HsaEX0063412,chrX:71455007-71455012,6,"chrX:71454857,71455007-71455012,71458241",MIC,LS,0,"SOK,SOK,0=304,na,na@0.00,304.00",2.39,"SOK,SOK,3=135,na,na@3.30,134.70",77.69,"SOK,SOK,101=32,na,na@103.33,29.67",17.4,"SOK,SOK,25=131,na,na@27.14,128.86",64.78,"SOK,SOK,85=51,na,na@88.10,47.90",0,"SOK,SOK,0=101,na,na@0.00,101.00",4.27,"SOK,SOK,4=99,na,na@4.40,98.60",62.88,"SOK,SOK,66=43,na,na@68.54,40.46",17.66,"SOK,SOK,21=108,na,na@22.78,106.22"
FAM49B,HsaEX1014075,chr8:129878716-129878723,8,"chr8:129879389+129879597+129880376+129880445+129894487+129896672+129896749+129902961+129903312+129904499+129912360+129939608+129948966+129970943+130016370,129878716-129878723,129855747+129862334+129862335+129871436+129871496",MIC,LS,0,"SOK,SOK,0=651,na,na@0.00,651.00",0,"SOK,SOK,0=286,na,na@0.00,286.00",15.72,"SOK,SOK,41=193,na,na@36.78,197.22",3.14,"SOK,SOK,8=253,na,na@8.20,252.80",10.71,"SOK,SOK,22=210,na,na@24.85,207.15",0,"SOK,SOK,0=339,na,na@0.00,339.00",0.56,"SOK,SOK,2=393,na,na@2.21,392.79",22.22,"SOK,SOK,50=188,na,na@52.88,185.12",6.81,"SOK,SOK,16=285,na,na@20.50,280.50"
AGAP1,HsaEX0003019,chr2:235718381-235718392,12,"chr2:235717633+235717644,235718381-235718392,235740963",MIC,LS,0,"SOK,SOK,0=110,na,na@0.00,110.00",0,"OK,OK,0=80,na,na@0.00,80.00",15.07,"OK,OK,7=60,na,na@10.10,56.90",12.9,"OK,OK,7=72,na,na@10.19,68.81",21.67,"OK,OK,10=55,na,na@14.09,50.91",0,"OK,OK,0=70,na,na@0.00,70.00",0,"OK,OK,0=79,na,na@0.00,79.00",21.51,"OK,OK,9=50,na,na@12.69,46.31",0,"OK,OK,0=76,na,na@0.00,76.00"
PDLIM5,HsaEX0046416,chr4:94582717-94582729,13,"chr4:94573393+94576034+94579369+94579537,94582717-94582729+94582731,94584986+94585565",MIC,NonResponding,0,"SOK,SOK,0=578,na,na@0.00,578.00",0,"SOK,SOK,0=283,na,na@0.00,283.00",0,"SOK,SOK,0=219,na,na@0.00,219.00",0,"SOK,SOK,0=258,na,na@0.00,258.00",0,"SOK,SOK,0=239,na,na@0.00,239.00",0,"SOK,SOK,0=224,na,na@0.00,224.00",0,"SOK,SOK,0=254,na,na@0.00,254.00",1.18,"SOK,SOK,1=212,na,na@2.51,210.49",0,"SOK,SOK,0=260,na,na@0.00,260.00"
MED14,HsaEX0038584,chrX:40710413-40710421,9,"chrX:40711169,40710413-40710421,40710129",MIC,LS,0,"SOK,SOK,0=605,na,na@0.00,605.00",1.06,"SOK,SOK,2=251,na,na@2.68,250.32",39.81,"SOK,SOK,85=173,na,na@102.71,155.29",4.78,"SOK,SOK,9=241,na,na@11.95,238.05",25.92,"SOK,SOK,59=227,na,na@74.13,211.87",0,"SOK,SOK,0=174,na,na@0.00,174.00",0,"SOK,SOK,0=158,na,na@0.00,158.00",13.09,"SOK,SOK,15=134,na,na@19.50,129.50",0.81,"SOK,SOK,1=165,na,na@1.34,164.66"
COL4A5,HsaEX0016570,chrX:108618814-108618822,9,"chrX:108615024,108618814-108618822,108620259",MIC,LS,3.58,"SOK,SOK,4=145,na,na@5.33,143.67",6.23,"OK,OK,4=81,na,na@5.30,79.70",47.31,"LOW,LOW,12=18,na,na@14.19,15.81",12.42,"OK,OK,6=57,na,na@7.82,55.18",30.99,"OK,OK,7=21,na,na@8.68,19.32",6.22,"SOK,SOK,7=142,na,na@9.27,139.73",5.94,"OK,OK,3=64,na,na@3.98,63.02",69.93,"LOW,OK,19=11,na,na@20.98,9.02",24.06,"OK,OK,8=34,na,na@10.11,31.89"
MYO6,HsaEX0041235,chr6:75846968-75846976,9,"chr6:75844977,75846968-75846976,75848351",MIC,NonResponding,0,"SOK,SOK,0=441,na,na@0.00,441.00",0.56,"SOK,SOK,1=240,na,na@1.35,239.65",5.89,"SOK,SOK,8=172,na,na@10.60,169.40",0,"SOK,SOK,0=219,na,na@0.00,219.00",0,"SOK,SOK,0=229,na,na@0.00,229.00",0,"OK,OK,0=61,na,na@0.00,61.00",0,"OK,OK,0=61,na,na@0.00,61.00",8.77,"OK,OK,4=56,na,na@5.26,54.74",1.98,"OK,OK,1=67,na,na@1.35,66.65"
UNC13B,HsaEX0069336,chr9:35371934-35371939,6,"chr9:35370396+35370400,35371934-35371939,35375125+35375127",MIC,LS,0,"SOK,SOK,0=147,na,na@0.00,147.00",0,"OK,OK,0=85,na,na@0.00,85.00",17.28,"OK,OK,9=52,na,na@10.54,50.46",3.87,"OK,OK,3=90,na,na@3.60,89.40",11.54,"OK,OK,8=74,na,na@9.46,72.54",0,"SOK,SOK,0=124,na,na@0.00,124.00",2.5,"OK,OK,2=94,na,na@2.40,93.60",16.24,"OK,OK,9=56,na,na@10.56,54.44",3.71,"OK,OK,3=94,na,na@3.60,93.40"
ITSN1,HsaEX0032608,chr21:33802437-33802444,8,"chr21:33799929,33802430+33802437-33802444,33810975",MIC,LS,0,"SOK,SOK,0=578,na,na@0.00,578.00",1.1,"SOK,SOK,2=315,na,na@3.49,313.51",82.48,"SOK,SOK,146=54,na,na@164.96,35.04",17.16,"SOK,SOK,34=285,na,na@54.74,264.26",76.41,"SOK,SOK,138=74,na,na@161.99,50.01",0,"SOK,SOK,0=114,na,na@0.00,114.00",0,"OK,OK,0=99,na,na@0.00,99.00",52.79,"OK,OK,23=36,na,na@31.15,27.85",2.14,"OK,OK,1=80,na,na@1.73,79.27"
TPD52,HsaEX0066655,chr8:80050445-80050471,27,"chr8:80051527,80050445-80050471,80042668",ANN,LS,1.47,"SOK,SOK,4=3=429,OK,S@6.41,429.59",0.78,"SOK,SOK,1=1=235,OK,S@1.85,235.15",16.49,"SOK,SOK,28=15=198,OK,C3@39.74,201.26",5.91,"SOK,SOK,3=9=181,B1,C2@11.41,181.59",9.9,"SOK,SOK,14=10=200,OK,C3@22.18,201.82",0.64,"SOK,SOK,4=1=689,B1,C1@4.44,689.56",1.64,"SOK,SOK,8=7=830,OK,C1@13.86,831.14",19.12,"SOK,SOK,77=52=499,OK,C3@120.07,507.93",9.78,"SOK,SOK,60=30=753,OK,C3@82.45,760.55"
TMEM184B,HsaEX7010863,chr22:38222642-38222662,21,"chr22:38224785,38222642-38222662,38221710",ANN,LS,2.53,"SOK,SOK,5=2=271,B2,S@7.03,270.97",1.38,"SOK,SOK,0=5=174,Bn,S@2.47,176.53",47.65,"SOK,SOK,37=93=99,OK,S@109.12,119.88",7.69,"SOK,SOK,9=13=207,OK,S@17.61,211.39",28.27,"SOK,SOK,24=52=138,OK,S@60.50,153.50",1.66,"SOK,SOK,3=2=273,B1,S@4.61,273.39",4.11,"SOK,SOK,1=17=221,B2,S@9.82,229.18",53.87,"SOK,SOK,61=124=115,OK,S@161.61,138.39",23.85,"SOK,SOK,29=61=207,OK,S@70.83,226.17"
PHACTR4,HsaEX0046893,chr1:28457832-28457855,24,"chr1:28407463,28457832-28457855,28459085",ANN,NonResponding,62.15,"SOK,SOK,39=45=33,B1,C1@72.72,44.28",52.03,"OK,OK,27=14=22,OK,C1@32.78,30.22",59.78,"OK,OK,28=19=19,OK,C1@39.45,26.55",67.62,"OK,OK,26=21=14,OK,C1@41.25,19.75",54.88,"OK,SOK,29=19=23,OK,C1@38.96,32.04",37.51,"OK,SOK,24=21=47,OK,C1@34.51,57.49",54.87,"SOK,SOK,40=32=37,OK,C1@59.81,49.19",44.47,"OK,OK,33=11=30,OK,C1@32.91,41.09",42.56,"OK,SOK,35=14=37,OK,C2@36.60,49.40"
ACSL4,HsaEX1045708,chrX:109685427-109685444,18,"chrX:109696144,109685427-109685444,109683372+109683375+109683418+109683552+109683666",C2,CR,0.55,"SOK,SOK,0=1=287,Bn,C2@1.58,286.42",0,"SOK,SOK,0=0=101,Bn,C1@0.00,101.00",0,"SOK,SOK,0=0=110,Bn,C2@0.00,110.00",0,"OK,OK,0=0=97,Bn,C2@0.00,97.00",0,"SOK,SOK,0=0=104,Bn,C2@0.00,104.00",0,"OK,OK,0=0=92,Bn,C2@0.00,92.00",0,"SOK,SOK,0=0=112,Bn,C2@0.00,112.00",4.99,"SOK,SOK,0=4=121,Bl,C2@6.24,118.76",1.53,"SOK,SOK,0=1=102,Bn,C2@1.58,101.42"
ABI2,HsaEX1046522,chr2:203382189-203382206,18,"chr2:203380384,203382189-203382206,203391046",S,LS,0,"SOK,SOK,0=0=186,Bn,C1@0.00,186.00",2.28,"SOK,SOK,1=1=135,OK,C1@3.12,133.88",83.45,"OK,SOK,42=32=23,OK,S@80.95,16.05",20.47,"SOK,SOK,12=5=102,B1,S@24.36,94.64",74.85,"OK,SOK,30=34=34,OK,S@73.35,24.65",0,"SOK,SOK,0=0=182,Bn,C1@0.00,182.00",1.69,"SOK,SOK,0=2=192,Bn,C1@3.28,190.72",53.93,"SOK,SOK,35=34=93,OK,C1@87.37,74.63",13.77,"SOK,SOK,7=9=159,OK,C1@24.10,150.90"
ITGB4,HsaEX0032460,chr17:75737207-75737221,15,"chr17:75729377+75736694,75737207-75737221,75737322+75757626",MIC-S,CR,0,"N,N,0=3,na,na@0.00,3.00",0,"N,N,0=4,na,na@0.00,4.00",0,"N,N,0=1,na,na@0.00,1.00",0,"N,N,0=2,na,na@0.00,2.00",0,"N,N,0=5,na,na@0.00,5.00",,"N,N,0=0,na,na@0,0",,"N,N,0=0,na,na@0,0",,"N,N,0=0,na,na@0,0",,"N,N,0=0,na,na@0,0"
GALK2,HsaEX1015153,chr15:49282301-49282312,12,"chr15:49239367+49282085,49282301-49282312,49283566",MIC-S,CR,0,"SOK,SOK,0=205,na,na@0.00,205.00",0,"SOK,SOK,0=112,na,na@0.00,112.00",0,"OK,OK,0=99,na,na@0.00,99.00",0,"SOK,SOK,0=111,na,na@0.00,111.00",0,"OK,OK,0=96,na,na@0.00,96.00",0,"OK,OK,0=69,na,na@0.00,69.00",0,"OK,OK,0=84,na,na@0.00,84.00",0,"OK,OK,0=87,na,na@0.00,87.00",0,"OK,OK,0=90,na,na@0.00,90.00"
SCAF8,HsaEX1036102,chr6:154734235-154734244,10,"chr6:154733930,154734235-154734244,154741956+154773989",MIC-S,CR,0,"SOK,SOK,0=162,na,na@0.00,162.00",0,"OK,OK,0=65,na,na@0.00,65.00",0,"OK,OK,0=97,na,na@0.00,97.00",0,"SOK,SOK,0=104,na,na@0.00,104.00",0,"OK,OK,0=94,na,na@0.00,94.00",0,"OK,OK,0=64,na,na@0.00,64.00",1.68,"OK,OK,1=82,na,na@1.39,81.61",0,"OK,OK,0=66,na,na@0.00,66.00",0,"OK,OK,0=76,na,na@0.00,76.00"
