"event_key","event_type","GeneID","geneSymbol","chr","strand","exon_start","exon_end","exon_length","size_category","dPSI","FDR"
"chr4:132384888:132384927:132384099:132389205:SE","SE","ENSMUSG00000028886","Eya3","chr4","+",132384888,132384927,39,"Small (30-50bp)",0.204,1.83302648422216e-13
"chr4:132384888:132384927:132389205:132389249:132384099:132417015:MXE","MXE","ENSMUSG00000028886","Eya3","chr4","+",132384888,132384927,39,"Small (30-50bp)",0.207,4.6526657512411e-06
"chr9:98872967:98873024:98868565:98874153:SE","SE","ENSMUSG00000032463","Faim","chr9","+",98872967,98873024,57,"Regular (>50bp)",0.182,4.91114595799159e-12
"chr1:24067280:24069609:24067280:24069021:24069822:24069977:A3SS","A3SS","ENSMUSG00000026153","Fam135a","chr1","-",24067280,24069609,2329,"Regular (>50bp)",-0.192,1.8282465207085e-06
"chr13:92610470:92610636:92604670:92614335:SE","SE","ENSMUSG00000034334","Fam151b","chr13","-",92610470,92610636,166,"Regular (>50bp)",-0.369,0.00115796740267725
"chr11:22971493:22971661:22971133:22978855:SE","SE","ENSMUSG00000049811","Fam161a","chr11","+",22971493,22971661,168,"Regular (>50bp)",0.129,0.000264057140798722
"chr7:100467942:100467969:100462207:100473338:SE","SE","ENSMUSG00000029461","Fam168a","chr7","+",100467942,100467969,27,"Microexon (0-30bp)",-0.191,1.19363993167714e-06
"chr13:55712332:55712393:55704038:55718587:SE","SE","ENSMUSG00000021495","Fam193b","chr13","-",55712332,55712393,61,"Regular (>50bp)",-0.11,0.0136010293468498
"chr19:60208761:60208792:60208571:60214663:SE","SE","ENSMUSG00000057858","Fam204a","chr19","-",60208761,60208792,31,"Small (30-50bp)",-0.194,5.54044420961763e-11
"chr19:60208761:60208792:60208571:60214741:SE","SE","ENSMUSG00000057858","Fam204a","chr19","-",60208761,60208792,31,"Small (30-50bp)",-0.138,0.0249443254739075
"chr19:60208921:60209009:60208792:60214663:SE","SE","ENSMUSG00000057858","Fam204a","chr19","-",60208921,60209009,88,"Regular (>50bp)",-0.117,1.35232510858353e-05
"chr19:60208921:60209009:60208792:60214741:SE","SE","ENSMUSG00000057858","Fam204a","chr19","-",60208921,60209009,88,"Regular (>50bp)",-0.162,6.66999981402294e-06
"chr19:60209485:60209736:60208571:60214663:SE","SE","ENSMUSG00000057858","Fam204a","chr19","-",60209485,60209736,251,"Regular (>50bp)",-0.134,3.36818616475668e-12
"chr19:60209485:60209736:60208792:60214663:SE","SE","ENSMUSG00000057858","Fam204a","chr19","-",60209485,60209736,251,"Regular (>50bp)",-0.116,3.74688633235429e-05
"chr3:127681603:127681634:127664649:127689682:SE","SE","ENSMUSG00000050549","Fam241a","chr3","-",127681603,127681634,31,"Small (30-50bp)",0.154,0.000166478503906857
"chr5:33757699:33765571:33757699:33758224:33771946:33772178:A3SS","A3SS","ENSMUSG00000037339","Fam53a","chr5","-",33757699,33765571,7872,"Regular (>50bp)",-0.395,0.000425008559418304
"chr18:34896125:34896183:34901220:34902005:34895777:34903650:MXE","MXE","ENSMUSG00000034300","Fam53c","chr18","+",34896125,34896183,58,"Regular (>50bp)",0.111,0.0308739966550389
"chr18:34896125:34896183:34901223:34902005:34895777:34903650:MXE","MXE","ENSMUSG00000034300","Fam53c","chr18","+",34896125,34896183,58,"Regular (>50bp)",0.116,0.0439783205251889
"chr13:63508009:63508074:63495398:63545896:SE","SE","ENSMUSG00000021461","Fancc","chr13","-",63508009,63508074,65,"Regular (>50bp)",-0.193,0.00334844557462196
"chr17:28542544:28542639:28539830:28545125:SE","SE","ENSMUSG00000007570","Fance","chr17","+",28542544,28542639,95,"Regular (>50bp)",-0.124,0.0327006117687034
"chr8:45498769:45498822:45498205:45502878:SE","SE","ENSMUSG00000070047","Fat1","chr8","+",45498769,45498822,53,"Regular (>50bp)",0.239,0.0120987580619089
"chr8:45500686:45500746:45498205:45502878:SE","SE","ENSMUSG00000070047","Fat1","chr8","+",45500686,45500746,60,"Regular (>50bp)",0.288,0.0203667767943438
"chr8:45500686:45500746:45498822:45502878:SE","SE","ENSMUSG00000070047","Fat1","chr8","+",45500686,45500746,60,"Regular (>50bp)",0.236,0.000723374244043817
"chr8:45500686:45500746:45502878:45502914:45498822:45503817:MXE","MXE","ENSMUSG00000070047","Fat1","chr8","+",45500686,45500746,60,"Regular (>50bp)",0.242,0.011600240785528
"chr4:141323205:141323287:141323205:141323224:141327158:141327235:A3SS","A3SS","ENSMUSG00000006219","Fblim1","chr4","-",141323205,141323287,82,"Regular (>50bp)",0.11,0.031043434610178
"chr5:110563895:110563931:110543940:110580766:SE","SE","ENSMUSG00000043323","Fbrsl1","chr5","-",110563895,110563931,36,"Small (30-50bp)",-0.145,0.00404923577228385
"chr5:110565708:110565813:110543940:110580766:SE","SE","ENSMUSG00000043323","Fbrsl1","chr5","-",110565708,110565813,105,"Regular (>50bp)",-0.127,0.0233842041949229
"chr14:103329739:103329862:103332772:103332977:103326909:103336204:MXE","MXE","ENSMUSG00000022124","Fbxl3","chr14","-",103329739,103329862,123,"Regular (>50bp)",-0.106,0.000210391268798132
"chr8:106041707:106042700:106041707:106042654:106049896:106049998:A3SS","A3SS","ENSMUSG00000041679","Fbxl9","chr8","-",106041707,106042700,993,"Regular (>50bp)",-0.372,0.00142861743935979
"chr4:148240851:148240947:148240738:148241065:SE","SE","ENSMUSG00000029001","Fbxo44","chr4","-",148240851,148240947,96,"Regular (>50bp)",-0.149,9.97834579262941e-05
"chr11:16903141:16903681:16903253:16903348:RI","RI","ENSMUSG00000044966","Fbxo48","chr11","+",16903141,16903681,540,"Regular (>50bp)",-0.156,0.0232611548690595
"chr11:62750665:62750866:62748621:62753455:SE","SE","ENSMUSG00000090173","Fbxw10","chr11","+",62750665,62750866,201,"Regular (>50bp)",0.187,0.0086626989299094
"chr13:50573875:50574027:50573875:50573913:50577237:50577398:A5SS","A5SS","ENSMUSG00000037816","Fbxw17","chr13","+",50573875,50574027,152,"Regular (>50bp)",-0.128,0.01766834772842
"chr13:50573875:50574064:50573875:50573913:50577237:50577398:A5SS","A5SS","ENSMUSG00000037816","Fbxw17","chr13","+",50573875,50574064,189,"Regular (>50bp)",-0.122,0.0468065866663404
"chr7:100895508:100895580:100893423:100899651:SE","SE","ENSMUSG00000030691","Fchsd2","chr7","+",100895508,100895580,72,"Regular (>50bp)",0.12,0.001016274231496
"chr2:132781201:132781435:132778082:132783856:SE","SE","ENSMUSG00000027356","Fermt1","chr2","-",132781201,132781435,234,"Regular (>50bp)",0.278,0.00112436588777282
"chr7:80029956:80030640:80030075:80030586:RI","RI","ENSMUSG00000053158","Fes","chr7","-",80029956,80030640,684,"Regular (>50bp)",-0.112,9.76654536025506e-05
"chr16:22747824:22748059:22739245:22748382:SE","SE","ENSMUSG00000022871","Fetub","chr16","+",22747824,22748059,235,"Regular (>50bp)",-0.102,0.000884537230798935
"chrX:49697354:49697481:49695039:49697563:SE","SE","ENSMUSG00000085396","Firre","chrX","-",49697354,49697481,127,"Regular (>50bp)",-0.547,0.000206097439282431
"chr11:59685966:59686401:59685966:59686090:59686575:59686689:A3SS","A3SS","ENSMUSG00000032633","Flcn","chr11","-",59685966,59686401,435,"Regular (>50bp)",-0.169,2.50321291472888e-11
"chr6:29452797:29452896:29452379:29453197:SE","SE","ENSMUSG00000068699","Flnc","chr6","+",29452797,29452896,99,"Regular (>50bp)",0.118,0.000460919086951993
"chr7:44781651:44783450:44781836:44783305:RI","RI","ENSMUSG00000110206","Flt3l","chr7","-",44781651,44783450,1799,"Regular (>50bp)",-0.122,0.00641515873314009
"chr2:53018728:53018854:53016988:53021851:SE","SE","ENSMUSG00000036053","Fmnl2","chr2","+",53018728,53018854,126,"Regular (>50bp)",-0.231,1.47698056988194e-05
"chr2:53020423:53020517:53020423:53020470:53021851:53023816:A5SS","A5SS","ENSMUSG00000036053","Fmnl2","chr2","+",53020423,53020517,94,"Regular (>50bp)",-0.132,2.85590662230264e-10
"chr15:99226974:99227057:99226047:99227160:SE","SE","ENSMUSG00000023008","Fmnl3","chr15","-",99226974,99227057,83,"Regular (>50bp)",-0.157,0.00281721077343178
"chr11:121187739:121187915:121181716:121197593:SE","SE","ENSMUSG00000039275","Foxk2","chr11","+",121187739,121187915,176,"Regular (>50bp)",-0.253,0.000327331485137548
"chr9:35120711:35120825:35120711:35120803:35121235:35121461:A3SS","A3SS","ENSMUSG00000039048","Foxred1","chr9","-",35120711,35120825,114,"Regular (>50bp)",0.101,0.0367540652628854
"chr4:119390509:119390746:119390509:119390694:119390937:119391006:A3SS","A3SS","ENSMUSG00000087385","Frg2f1","chr4","-",119390509,119390746,237,"Regular (>50bp)",-0.16,0.00598673094245661
"chrX:8116634:8116877:8116725:8116807:RI","RI","ENSMUSG00000031171","Ftsj1","chrX","-",8116634,8116877,243,"Regular (>50bp)",-0.227,4.55069774665401e-05
"chr7:30746797:30746827:30744452:30750780:SE","SE","ENSMUSG00000036578","Fxyd7","chr7","-",30746797,30746827,30,"Microexon (0-30bp)",0.198,0.000914872697111681
"chr5:92211195:92211294:92205929:92212183:SE","SE","ENSMUSG00000029405","G3bp2","chr5","-",92211195,92211294,99,"Regular (>50bp)",0.121,2.84857067591192e-07
"chr17:37360544:37360689:37359498:37361890:SE","SE","ENSMUSG00000024462","Gabbr1","chr17","+",37360544,37360689,145,"Regular (>50bp)",0.359,5.08214924689418e-11
"chr4:135692536:135692767:135692644:135692767:135691127:135691407:A3SS","A3SS","ENSMUSG00000028671","Gale","chr4","+",135692536,135692767,231,"Regular (>50bp)",-0.243,0.000670122291161977
"chr2:125712245:125712381:125708288:125720197:SE","SE","ENSMUSG00000027207","Galk2","chr2","+",125712245,125712381,136,"Regular (>50bp)",0.194,0.0156035339710719
"chr14:31765045:31765250:31751988:31768253:SE","SE","ENSMUSG00000021903","Galnt15","chr14","+",31765045,31765250,205,"Regular (>50bp)",-0.171,0.00382594075526214
"chr2:120274618:120274720:120272081:120276779:SE","SE","ENSMUSG00000062646","Ganc","chr2","+",120274618,120274720,102,"Regular (>50bp)",-0.13,0.00167682594581168
"chr2:34607264:34607394:34607327:34607394:34605216:34605342:A5SS","A5SS","ENSMUSG00000026867","Gapvd1","chr2","-",34607264,34607394,130,"Regular (>50bp)",-0.152,4.36616785530056e-06
"chr2:34612949:34613030:34610740:34615054:SE","SE","ENSMUSG00000026867","Gapvd1","chr2","-",34612949,34613030,81,"Regular (>50bp)",0.177,1.75910250494988e-07
"chr7:51581111:51581174:51576292:51586301:SE","SE","ENSMUSG00000030498","Gas2","chr7","+",51581111,51581174,63,"Regular (>50bp)",0.143,4.33174365248858e-05
"chr1:160862733:160862885:160862733:160862764:160863321:160863374:A5SS","A5SS","ENSMUSG00000053332","Gas5","chr1","+",160862733,160862885,152,"Regular (>50bp)",-0.203,0.000629098103955743
"chr1:160863777:160864734:160863777:160864422:160864857:160864885:A5SS","A5SS","ENSMUSG00000053332","Gas5","chr1","+",160863777,160864734,957,"Regular (>50bp)",-0.102,0.00534136467011659
"chr1:160864693:160864885:160864857:160864885:160864389:160864422:A3SS","A3SS","ENSMUSG00000053332","Gas5","chr1","+",160864693,160864885,192,"Regular (>50bp)",-0.169,0.00387878376766347
"chr8:70364813:70364888:70364519:70365572:SE","SE","ENSMUSG00000036180","Gatad2a","chr8","-",70364813,70364888,75,"Regular (>50bp)",0.199,0
"chr4:43569180:43569955:43569285:43569829:RI","RI","ENSMUSG00000028467","Gba2","chr4","-",43569180,43569955,775,"Regular (>50bp)",-0.243,0.00062369356285039
"chr9:76104309:76104640:76100735:76106215:SE","SE","ENSMUSG00000059383","Gfral","chr9","-",76104309,76104640,331,"Regular (>50bp)",-0.195,0.0281298095176651
"chr1:87301718:87301833:87282208:87331388:SE","SE","ENSMUSG00000048000","Gigyf2","chr1","+",87301718,87301833,115,"Regular (>50bp)",0.202,0.0251771867460651
"chr7:18894519:18894679:18893759:18896473:SE","SE","ENSMUSG00000030406","Gipr","chr7","-",18894519,18894679,160,"Regular (>50bp)",-0.159,0.000411669106957379
"chr5:114881791:114881941:114877342:114883489:SE","SE","ENSMUSG00000041890","Git2","chr5","-",114881791,114881941,150,"Regular (>50bp)",-0.106,0.0251831512160118
"chr5:108515986:108516179:108516110:108516179:108515660:108515773:A3SS","A3SS","ENSMUSG00000072769","Gm10419","chr5","+",108515986,108516179,193,"Regular (>50bp)",-0.289,7.7199473006156e-05
"chr16:91505665:91505778:91486168:91510939:SE","SE","ENSMUSG00000085169","Gm10785","chr16","+",91505665,91505778,113,"Regular (>50bp)",-0.242,0.00148250010273968
"chr8:75560078:75560151:75555048:75560479:SE","SE","ENSMUSG00000079011","Gm11033","chr8","-",75560078,75560151,73,"Regular (>50bp)",0.222,0.0321221891972023
"chr2:164601148:164601260:164596224:164609632:SE","SE","ENSMUSG00000086453","Gm11457","chr2","-",164601148,164601260,112,"Regular (>50bp)",0.172,0.0144473357528274
"chr2:164604463:164604528:164601260:164609632:SE","SE","ENSMUSG00000086453","Gm11457","chr2","-",164604463,164604528,65,"Regular (>50bp)",0.37,0.0305499535261416
"chr2:164604640:164604801:164604528:164609632:SE","SE","ENSMUSG00000086453","Gm11457","chr2","-",164604640,164604801,161,"Regular (>50bp)",-0.429,0.0306733575254748
"chr11:119826543:119827356:119826543:119826875:119829987:119830116:A3SS","A3SS","ENSMUSG00000085207","Gm11767","chr11","-",119826543,119827356,813,"Regular (>50bp)",-0.119,0.011650467450663
"chr11:62440872:62441002:62440872:62440985:62441686:62441867:A3SS","A3SS","ENSMUSG00000087120","Gm12279","chr11","-",62440872,62441002,130,"Regular (>50bp)",-0.295,0.0311083875855001
"chr4:89255914:89256050:89214841:89268569:SE","SE","ENSMUSG00000086035","Gm12610","chr4","+",89255914,89256050,136,"Regular (>50bp)",0.324,0.00660565594357833
"chr4:89255914:89256050:89214841:89288010:SE","SE","ENSMUSG00000086035","Gm12610","chr4","+",89255914,89256050,136,"Regular (>50bp)",0.259,8.27328736591769e-09
"chr4:89274945:89274997:89214947:89288010:SE","SE","ENSMUSG00000086035","Gm12610","chr4","+",89274945,89274997,52,"Regular (>50bp)",0.129,0.000308156712682891
"chr4:89275354:89275446:89279352:89279513:89274997:89288010:MXE","MXE","ENSMUSG00000086035","Gm12610","chr4","+",89275354,89275446,92,"Regular (>50bp)",-0.261,3.59519611287976e-05
"chr4:89340867:89340979:89288109:89402250:SE","SE","ENSMUSG00000086035","Gm12610","chr4","+",89340867,89340979,112,"Regular (>50bp)",0.164,0.00214985522449564
"chr2:151383342:151384391:151383524:151384172:RI","RI","ENSMUSG00000087433","Gm14167","chr2","-",151383342,151384391,1049,"Regular (>50bp)",-0.264,0.0168899261442235
"chr2:30549811:30549897:30549001:30559844:SE","SE","ENSMUSG00000087268","Gm14486","chr2","-",30549811,30549897,86,"Regular (>50bp)",0.244,0.00172506049196521
"chr7:44640800:44640905:44636794:44641446:SE","SE","ENSMUSG00000087138","Gm15545","chr7","+",44640800,44640905,105,"Regular (>50bp)",-0.113,0.000556773037817526
"chr16:35802094:35802165:35787890:35803421:SE","SE","ENSMUSG00000086324","Gm15564","chr16","-",35802094,35802165,71,"Regular (>50bp)",0.429,0.000134731150745085
"chr14:119343557:119343726:119338576:119347030:SE","SE","ENSMUSG00000087479","Gm16835","chr14","+",119343557,119343726,169,"Regular (>50bp)",-0.382,9.29700907370769e-05
"chr12:110444793:110445057:110443435:110450469:SE","SE","ENSMUSG00000113585","Gm19605","chr12","-",110444793,110445057,264,"Regular (>50bp)",0.349,0.000271108393066682
"chr18:75497177:75498933:75497898:75498145:RI","RI","ENSMUSG00000092569","Gm20544","chr18","-",75497177,75498933,1756,"Regular (>50bp)",-0.285,0.0182692607960728
"chr18:75497781:75498933:75497918:75498145:RI","RI","ENSMUSG00000092569","Gm20544","chr18","-",75497781,75498933,1152,"Regular (>50bp)",-0.647,0.000104406995184422
"chr14:19620388:19620523:19619656:19630274:SE","SE","ENSMUSG00000093979","Gm2237","chr14","-",19620388,19620523,135,"Regular (>50bp)",0.173,0.00327938638826421
"chr15:92258919:92259046:92242464:92264059:SE","SE","ENSMUSG00000097068","Gm26760","chr15","+",92258919,92259046,127,"Regular (>50bp)",-0.166,0.001511930362008
"chr15:92258919:92259046:92242464:92265055:SE","SE","ENSMUSG00000097068","Gm26760","chr15","+",92258919,92259046,127,"Regular (>50bp)",-0.168,3.3470602441056e-05
"chr5:7768000:7768090:7730281:7768669:SE","SE","ENSMUSG00000105068","Gm30835","chr5","-",7768000,7768090,90,"Regular (>50bp)",0.158,0.000250968645773305
"chr3:152413486:152413934:152408421:152415071:SE","SE","ENSMUSG00000119993","Gm32085","chr3","+",152413486,152413934,448,"Regular (>50bp)",0.107,0.000152305644525748
"chr3:152413486:152413934:152408409:152415071:SE","SE","ENSMUSG00000119993","Gm32085","chr3","+",152413486,152413934,448,"Regular (>50bp)",0.388,0.0280678457845143
"chr3:152413486:152414250:152413486:152413934:152415071:152415541:A5SS","A5SS","ENSMUSG00000119993","Gm32085","chr3","+",152413486,152414250,764,"Regular (>50bp)",-0.479,0.000878106444635091
"chr8:129993965:129994180:129990205:129995262:SE","SE","ENSMUSG00000110605","Gm32856","chr8","+",129993965,129994180,215,"Regular (>50bp)",-0.253,0.0262514941996564
"chr8:105360139:105360350:105358127:105361130:SE","SE","ENSMUSG00000110652","Gm33023","chr8","+",105360139,105360350,211,"Regular (>50bp)",-0.13,9.19424120174834e-05
"chr15:40030708:40031472:40031194:40031472:40028595:40028676:A3SS","A3SS","ENSMUSG00000115367","Gm33301","chr15","+",40030708,40031472,764,"Regular (>50bp)",0.127,0.0343529112116606
"chr14:15299928:15300079:15295273:15310386:SE","SE","ENSMUSG00000090363","Gm3512","chr14","+",15299928,15300079,151,"Regular (>50bp)",0.353,0.00262144731600515
"chr9:63843924:63844093:63843820:63844322:SE","SE","ENSMUSG00000111058","Gm36033","chr9","-",63843924,63844093,169,"Regular (>50bp)",-0.411,0.0302050280655403
"chr14:14982611:14982725:14981234:14985916:SE","SE","ENSMUSG00000091617","Gm3752","chr14","+",14982611,14982725,114,"Regular (>50bp)",-0.117,0.0157594179638082
"chr13:74731765:74731992:74729359:74739390:SE","SE","ENSMUSG00000113204","Gm46430","chr13","-",74731765,74731992,227,"Regular (>50bp)",-0.38,0.0223443114583391
"chr13:74731765:74731992:74730367:74739390:SE","SE","ENSMUSG00000113204","Gm46430","chr13","-",74731765,74731992,227,"Regular (>50bp)",-0.433,0.00187609735255649
"chr10:20161515:20161640:20154164:20162320:SE","SE","ENSMUSG00000111447","Gm48249","chr10","-",20161515,20161640,125,"Regular (>50bp)",0.357,7.85526742502879e-05
"chr10:82219596:82219678:82204792:82257833:SE","SE","ENSMUSG00000073427","Gm4924","chr10","+",82219596,82219678,82,"Regular (>50bp)",0.123,0.000756859983151857
"chr10:82236587:82236820:82204792:82257833:SE","SE","ENSMUSG00000073427","Gm4924","chr10","+",82236587,82236820,233,"Regular (>50bp)",0.426,0.000129827181205971
"chr2:144016446:144016664:144010546:144031060:SE","SE","ENSMUSG00000074758","Gm5535","chr2","-",144016446,144016664,218,"Regular (>50bp)",0.316,0.00037800936580262
"chr2:144031060:144031153:143942437:144032846:SE","SE","ENSMUSG00000074758","Gm5535","chr2","-",144031060,144031153,93,"Regular (>50bp)",0.258,0.000454169161943709
"chr2:144031060:144031153:144010546:144032846:SE","SE","ENSMUSG00000074758","Gm5535","chr2","-",144031060,144031153,93,"Regular (>50bp)",0.186,0.0107733366404324
"chr2:144031060:144031153:144016664:144032846:SE","SE","ENSMUSG00000074758","Gm5535","chr2","-",144031060,144031153,93,"Regular (>50bp)",0.199,1.36834780664256e-08
"chr14:44798155:44798244:44797471:44799238:SE","SE","ENSMUSG00000092165","Gm5624","chr14","-",44798155,44798244,89,"Regular (>50bp)",0.106,0.000785242525902698
"chr14:44798155:44798287:44797471:44799238:SE","SE","ENSMUSG00000092165","Gm5624","chr14","-",44798155,44798287,132,"Regular (>50bp)",0.124,0.000327339854512147
"chr14:43986205:43986368:43935630:43987358:SE","SE","ENSMUSG00000091698","Gm6526","chr14","+",43986205,43986368,163,"Regular (>50bp)",0.161,0.0497167795366929
"chr17:22511388:22511436:22528485:22528578:22508876:22532217:MXE","MXE","ENSMUSG00000117284","Gm7072","chr17","-",22511388,22511436,48,"Small (30-50bp)",0.141,0.036465184818851
"chr1:98524972:98525118:98517382:98532855:SE","SE","ENSMUSG00000100009","Gm7967","chr1","+",98524972,98525118,146,"Regular (>50bp)",0.119,1.00228474147005e-05
