"comparison","GeneID","geneSymbol","chr","exonStart_0base","exonEnd","exon_length","size_category","genomic_position","gene_biotype_simple","IncLevelDifference","FDR"
"KO_vs_Parental","ENSMUSG00000032182","Yipf2","chr9",21503823,21503884,61,"Regular (>50bp)","CDS","protein_coding",0.14,0.0417538594540229
"KO_vs_Parental","ENSMUSG00000070315","4930581F22Rik","chr9",35034896,35034990,94,"Regular (>50bp)","Unknown","lncRNA",-0.184,0.0417598462693115
"KO_vs_Parental","ENSMUSG00000030592","Ryr1","chr7",28816632,28816653,21,"Microexon (0-30bp)","CDS","protein_coding",-0.234,0.0417691578307347
"KO_vs_Parental","ENSMUSG00000048200","Cracr2b","chr7",141045678,141045750,72,"Regular (>50bp)","CDS","protein_coding",-0.108,0.04177982602945
"KO_vs_Parental","ENSMUSG00000037965","Zc3h7a","chr16",10969729,10969794,65,"Regular (>50bp)","CDS","protein_coding",0.129,0.0418278079578815
"KO_vs_Parental","ENSMUSG00000035476","Tab3","chrX",84637257,84637360,103,"Regular (>50bp)","UTR","protein_coding",0.148,0.0418759276903432
"KO_vs_Parental","ENSMUSG00000037876","Jmjd1c","chr10",67052761,67052886,125,"Regular (>50bp)","CDS","protein_coding",0.105,0.0419673981597077
"KO_vs_Parental","ENSMUSG00000034973","Dop1a","chr9",86388923,86388953,30,"Microexon (0-30bp)","CDS","protein_coding",-0.147,0.0430694033484026
"KO_vs_Parental","ENSMUSG00000097080","1700086O06Rik","chr18",38373891,38374006,115,"Regular (>50bp)","Unknown","lncRNA",0.127,0.0431624519997093
"KO_vs_Parental","ENSMUSG00000074643","Cpne1","chr2",155940149,155940292,143,"Regular (>50bp)","UTR","protein_coding",-0.383,0.0432143407576016
"KO_vs_Parental","ENSMUSG00000013973","Dedd","chr1",171158801,171158853,52,"Regular (>50bp)","UTR","protein_coding",0.107,0.0437439192808808
"KO_vs_Parental","ENSMUSG00000064147","Rab44","chr17",29354159,29354306,147,"Regular (>50bp)","CDS","protein_coding",-0.136,0.0437471131733604
"KO_vs_Parental","ENSMUSG00000097350","4732491K20Rik","chr17",12543283,12544154,871,"Regular (>50bp)","Unknown","lncRNA",-0.12,0.0441430295736376
"KO_vs_Parental","ENSMUSG00000025006","Sorbs1","chr19",40332799,40332883,84,"Regular (>50bp)","CDS","protein_coding",0.101,0.0444890089999265
"KO_vs_Parental","ENSMUSG00000097709","2810429I04Rik","chr13",3529521,3529574,53,"Regular (>50bp)","Unknown","lncRNA",0.112,0.0446170961073336
"KO_vs_Parental","ENSMUSG00000033809","Alg3","chr16",20427491,20427639,148,"Regular (>50bp)","CDS","protein_coding",-0.198,0.0449282925120196
"KO_vs_Parental","ENSMUSG00000028013","Ppa2","chr3",133045023,133045110,87,"Regular (>50bp)","CDS","protein_coding",-0.135,0.0449686560473667
"KO_vs_Parental","ENSMUSG00000097068","Gm26760","chr15",92261664,92261733,69,"Regular (>50bp)","Unknown","lncRNA",-0.355,0.0450590687007449
"KO_vs_Parental","ENSMUSG00000039126","Prune2","chr19",17189655,17189694,39,"Small (30-50bp)","CDS","protein_coding",0.103,0.0451444672100232
"KO_vs_Parental","ENSMUSG00000121504","Ppp4r1l-ps","chr2",173457275,173457369,94,"Regular (>50bp)","Unknown","lncRNA",-0.145,0.0452131708618338
"KO_vs_Parental","ENSMUSG00000029267","Mtf2","chr5",108215325,108215438,113,"Regular (>50bp)","Unknown","protein_coding",-0.137,0.0458034774404416
"KO_vs_Parental","ENSMUSG00000046169","Adamts6","chr13",104581651,104581719,68,"Regular (>50bp)","UTR","protein_coding",-0.258,0.0461239272163656
"KO_vs_Parental","ENSMUSG00000017830","Dhx58","chr11",100594726,100594895,169,"Regular (>50bp)","CDS","protein_coding",-0.119,0.0465993647497221
"KO_vs_Parental","ENSMUSG00000050908","Tvp23a","chr16",10245921,10246001,80,"Regular (>50bp)","Unknown","protein_coding",0.128,0.0466264348335802
"KO_vs_Parental","ENSMUSG00000022094","Slc39a14","chr14",70568717,70568815,98,"Regular (>50bp)","UTR","protein_coding",0.116,0.0468707982666985
"KO_vs_Parental","ENSMUSG00000032735","Ablim3","chr18",61949992,61950040,48,"Small (30-50bp)","CDS","protein_coding",0.303,0.0469980524496196
"KO_vs_Parental","ENSMUSG00000029062","Cdk11b","chr4",155709641,155709796,155,"Regular (>50bp)","UTR","protein_coding",-0.219,0.04706566556397
"KO_vs_Parental","ENSMUSG00000093979","Gm2237","chr14",19633632,19633746,114,"Regular (>50bp)","UTR","protein_coding",0.123,0.04706566556397
"KO_vs_Parental","ENSMUSG00000102976","Zc3h11a","chr1",133581710,133582176,466,"Regular (>50bp)","UTR","protein_coding",-0.361,0.0473725632120142
"KO_vs_Parental","ENSMUSG00000075324","Fign","chr2",63927238,63927408,170,"Regular (>50bp)","CDS","protein_coding",0.189,0.0478227968209273
"KO_vs_Parental","ENSMUSG00000020131","Pcsk4","chr10",80157914,80158043,129,"Regular (>50bp)","CDS","protein_coding",-0.109,0.0479411271145908
"KO_vs_Parental","ENSMUSG00000113949","Scamp4","chr10",80445163,80445292,129,"Regular (>50bp)","CDS","protein_coding",0.362,0.0482819263474727
"KO_vs_Parental","ENSMUSG00000021140","Pcnx","chr12",81975018,81975148,130,"Regular (>50bp)","CDS","protein_coding",0.2,0.0483695196394613
"KO_vs_Parental","ENSMUSG00000045962","Wnk1","chr6",119906786,119906828,42,"Small (30-50bp)","CDS","protein_coding",0.199,0.0483770768507054
"KO_vs_Parental","ENSMUSG00000036639","Nudt1","chr5",140318149,140318228,79,"Regular (>50bp)","UTR","protein_coding",0.152,0.0485827056100653
"KO_vs_Parental","ENSMUSG00000085347","Hk1os","chr10",62185265,62185409,144,"Regular (>50bp)","Unknown","lncRNA",-0.109,0.0486106445928072
"KO_vs_Parental","ENSMUSG00000002845","Tmem39a","chr16",38405980,38406042,62,"Regular (>50bp)","Unknown","protein_coding",-0.121,0.0490604248341451
"KO_vs_Parental","ENSMUSG00000090336","Cfap97d2","chr8",13788327,13788488,161,"Regular (>50bp)","CDS","protein_coding",-0.122,0.0490604248341451
"KO_vs_Parental","ENSMUSG00000007035","Msh5","chr17",35264269,35264350,81,"Regular (>50bp)","CDS","protein_coding",0.139,0.0491942762629413
"KO_vs_Parental","ENSMUSG00000020882","Cacnb1","chr11",97901452,97901472,20,"Microexon (0-30bp)","CDS","protein_coding",-0.341,0.0495735485107121
"KO_vs_Parental","ENSMUSG00000038696","Mapkap1","chr2",34319529,34319638,109,"Regular (>50bp)","UTR","protein_coding",0.189,0.0495898104847857
"KO_vs_Parental","ENSMUSG00000098055","Gm26947","chr10",60773611,60773741,130,"Regular (>50bp)","Unknown","lncRNA",-0.174,0.0497410964651012
"KO_vs_Parental","ENSMUSG00000053460","Ggcx","chr6",72395999,72396249,250,"Regular (>50bp)","UTR","protein_coding",-0.133,0.0497505710394817
"Neg_vs_Parental","ENSMUSG00000031012","Cask","chrX",13462924,13462942,18,"Microexon (0-30bp)","CDS","protein_coding",0.169,0
"Neg_vs_Parental","ENSMUSG00000024163","Mapk8ip3","chr17",25127384,25127402,18,"Microexon (0-30bp)","CDS","protein_coding",0.149,0
"Neg_vs_Parental","ENSMUSG00000035629","Rubcn","chr16",32661906,32661951,45,"Small (30-50bp)","CDS","protein_coding",0.329,0
"Neg_vs_Parental","ENSMUSG00000036529","Sbf1","chr15",89191374,89191398,24,"Microexon (0-30bp)","CDS","protein_coding",0.134,0
"Neg_vs_Parental","ENSMUSG00000018865","Sult4a1","chr15",83962969,83963098,129,"Regular (>50bp)","CDS","protein_coding",0.201,0
"Neg_vs_Parental","ENSMUSG00000021686","Ap3b1","chr13",94680491,94680530,39,"Small (30-50bp)","CDS","protein_coding",0.15,0
"Neg_vs_Parental","ENSMUSG00000035954","Dock4","chr12",40844595,40844622,27,"Microexon (0-30bp)","CDS","protein_coding",0.164,0
"Neg_vs_Parental","ENSMUSG00000018411","Mapt","chr11",104189323,104190082,759,"Regular (>50bp)","CDS","protein_coding",-0.237,0
"Neg_vs_Parental","ENSMUSG00000018411","Mapt","chr11",104196037,104196235,198,"Regular (>50bp)","CDS","protein_coding",0.109,0
"Neg_vs_Parental","ENSMUSG00000017210","Med24","chr11",98608534,98608591,57,"Regular (>50bp)","CDS","protein_coding",0.179,0
"Neg_vs_Parental","ENSMUSG00000050565","Tor1aip2","chr1",155916820,155916880,60,"Regular (>50bp)","UTR","protein_coding",0.132,0
"Neg_vs_Parental","ENSMUSG00000050565","Tor1aip2","chr1",155916820,155916880,60,"Regular (>50bp)","UTR","protein_coding",0.298,0
"Neg_vs_Parental","ENSMUSG00000000568","Hnrnpd","chr5",100124392,100124449,57,"Regular (>50bp)","CDS","protein_coding",0.202,0
"Neg_vs_Parental","ENSMUSG00000003810","Mast2","chr4",116190609,116190630,21,"Microexon (0-30bp)","CDS","protein_coding",0.248,0
"Neg_vs_Parental","ENSMUSG00000061306","Slc38a10","chr11",119999292,119999316,24,"Microexon (0-30bp)","CDS","protein_coding",0.174,0
"Neg_vs_Parental","ENSMUSG00000061306","Slc38a10","chr11",119999292,119999379,87,"Regular (>50bp)","CDS","protein_coding",0.327,0
"Neg_vs_Parental","ENSMUSG00000028433","Ubap2","chr4",41245455,41245492,37,"Small (30-50bp)","CDS","protein_coding",0.109,0
"Neg_vs_Parental","ENSMUSG00000066036","Ubr4","chr4",139159792,139159825,33,"Small (30-50bp)","CDS","protein_coding",0.263,0
"Neg_vs_Parental","ENSMUSG00000027012","Dync1i2","chr2",71063992,71064052,60,"Regular (>50bp)","CDS","protein_coding",0.172,0
"Neg_vs_Parental","ENSMUSG00000024044","Epb41l3","chr17",69590879,69591002,123,"Regular (>50bp)","CDS","protein_coding",0.204,0
"Neg_vs_Parental","ENSMUSG00000045482","Trrap","chr5",144746960,144747014,54,"Regular (>50bp)","CDS","protein_coding",0.283,0
"Neg_vs_Parental","ENSMUSG00000068036","Afdn","chr17",14111224,14111260,36,"Small (30-50bp)","CDS","protein_coding",0.179,0
"Neg_vs_Parental","ENSMUSG00000022565","Plec","chr15",76078165,76078201,36,"Small (30-50bp)","CDS","protein_coding",0.101,0
"Neg_vs_Parental","ENSMUSG00000024908","Ppp6r3","chr19",3509746,3509764,18,"Microexon (0-30bp)","CDS","protein_coding",0.211,0
"Neg_vs_Parental","ENSMUSG00000001143","Lman2l","chr1",36468503,36468536,33,"Small (30-50bp)","CDS","protein_coding",0.204,0
"Neg_vs_Parental","ENSMUSG00000001248","Gramd1a","chr7",30832644,30832656,12,"Microexon (0-30bp)","CDS","protein_coding",0.183,0
"Neg_vs_Parental","ENSMUSG00000026189","Pecr","chr1",72315324,72315490,166,"Regular (>50bp)","CDS","protein_coding",-0.124,0
"Neg_vs_Parental","ENSMUSG00000013973","Dedd","chr1",171158820,171158853,33,"Small (30-50bp)","UTR","protein_coding",0.174,0
"Neg_vs_Parental","ENSMUSG00000025404","R3hdm2","chr10",127317561,127317624,63,"Regular (>50bp)","CDS","protein_coding",0.107,0
"Neg_vs_Parental","ENSMUSG00000025404","R3hdm2","chr10",127317561,127317663,102,"Regular (>50bp)","CDS","protein_coding",0.177,0
"Neg_vs_Parental","ENSMUSG00000031865","Dctn1","chr6",83160917,83160938,21,"Microexon (0-30bp)","CDS","protein_coding",0.262,0
"Neg_vs_Parental","ENSMUSG00000005881","Ergic3","chr2",155857296,155857311,15,"Microexon (0-30bp)","CDS","protein_coding",0.169,0
"Neg_vs_Parental","ENSMUSG00000045095","Magi1","chr6",93657769,93657858,89,"Regular (>50bp)","CDS","protein_coding",0.156,0
"Neg_vs_Parental","ENSMUSG00000030279","C2cd5","chr6",143011911,143011944,33,"Small (30-50bp)","CDS","protein_coding",0.132,0
"Neg_vs_Parental","ENSMUSG00000020198","Ap3d1","chr10",80545922,80546126,204,"Regular (>50bp)","CDS","protein_coding",-0.228,0
"Neg_vs_Parental","ENSMUSG00000045411","2410002F23Rik","chr7",43896674,43896840,166,"Regular (>50bp)","UTR","protein_coding",0.211,0
"Neg_vs_Parental","ENSMUSG00000039262","Prrc2b","chr2",32102898,32104959,2061,"Regular (>50bp)","CDS","protein_coding",0.157,0
"Neg_vs_Parental","ENSMUSG00000036180","Gatad2a","chr8",70364813,70364888,75,"Regular (>50bp)","CDS","protein_coding",0.199,0
"Neg_vs_Parental","ENSMUSG00000034274","Thoc5","chr11",4861434,4861470,36,"Small (30-50bp)","CDS","protein_coding",0.174,0
"Neg_vs_Parental","ENSMUSG00000009079","Ewsr1","chr11",5041459,5041477,18,"Microexon (0-30bp)","CDS","protein_coding",0.222,0
"Neg_vs_Parental","ENSMUSG00000026860","Sh3glb2","chr2",30239237,30239249,12,"Microexon (0-30bp)","CDS","protein_coding",0.228,1.00380021755475e-13
"Neg_vs_Parental","ENSMUSG00000045983","Eif4g1","chr16",20493535,20493556,21,"Microexon (0-30bp)","CDS","protein_coding",0.166,1.83302648422216e-13
"Neg_vs_Parental","ENSMUSG00000028886","Eya3","chr4",132384888,132384927,39,"Small (30-50bp)","UTR","protein_coding",0.204,1.83302648422216e-13
"Neg_vs_Parental","ENSMUSG00000027799","Nbea","chr3",55901468,55901477,9,"Microexon (0-30bp)","CDS","protein_coding",0.201,1.83302648422216e-13
"Neg_vs_Parental","ENSMUSG00000045411","2410002F23Rik","chr7",43896661,43896840,179,"Regular (>50bp)","UTR","protein_coding",0.186,1.83302648422216e-13
"Neg_vs_Parental","ENSMUSG00000018411","Mapt","chr11",104189371,104190082,711,"Regular (>50bp)","CDS","protein_coding",-0.208,2.59888001530519e-13
"Neg_vs_Parental","ENSMUSG00000020792","Exoc7","chr11",116188396,116188489,93,"Regular (>50bp)","CDS","protein_coding",0.21,2.59888001530519e-13
"Neg_vs_Parental","ENSMUSG00000028693","Nasp","chr4",116467599,116468574,975,"Regular (>50bp)","CDS","protein_coding",-0.253,3.41834668679268e-13
"Neg_vs_Parental","ENSMUSG00000032479","Map4","chr9",109893295,109893517,222,"Regular (>50bp)","CDS","protein_coding",0.134,4.99258529255247e-13
"Neg_vs_Parental","ENSMUSG00000041609","Bicdl1","chr5",115789214,115789323,109,"Regular (>50bp)","CDS","protein_coding",0.199,7.39161978378268e-13
"Neg_vs_Parental","ENSMUSG00000049807","Arhgap23","chr11",97382469,97382492,23,"Microexon (0-30bp)","CDS","protein_coding",0.228,8.00498907670246e-13
"Neg_vs_Parental","ENSMUSG00000017677","Wsb1","chr11",79134225,79134401,176,"Regular (>50bp)","CDS","protein_coding",-0.281,8.00498907670246e-13
"Neg_vs_Parental","ENSMUSG00000027624","Epb41l1","chr2",156366800,156367208,408,"Regular (>50bp)","CDS","protein_coding",0.112,9.1430477646744e-13
"Neg_vs_Parental","ENSMUSG00000016346","Kcnq2","chr2",180745434,180745464,30,"Microexon (0-30bp)","CDS","protein_coding",0.153,1.25008143371497e-12
"Neg_vs_Parental","ENSMUSG00000028751","Pla2g2e","chr4",138606733,138606807,74,"Regular (>50bp)","CDS","protein_coding",0.219,1.30840166287909e-12
"Neg_vs_Parental","ENSMUSG00000026781","Acbd5","chr2",22970679,22970712,33,"Small (30-50bp)","CDS","protein_coding",0.171,1.77638802543842e-12
"Neg_vs_Parental","ENSMUSG00000039671","Zmynd8","chr2",165694787,165694799,12,"Microexon (0-30bp)","CDS","protein_coding",0.206,2.98823603224726e-12
"Neg_vs_Parental","ENSMUSG00000057858","Fam204a","chr19",60209485,60209736,251,"Regular (>50bp)","CDS","protein_coding",-0.134,3.36818616475668e-12
"Neg_vs_Parental","ENSMUSG00000032463","Faim","chr9",98872967,98873024,57,"Regular (>50bp)","CDS","protein_coding",0.182,4.91114595799159e-12
"Neg_vs_Parental","ENSMUSG00000057738","Sptan1","chr2",29891111,29891171,60,"Regular (>50bp)","CDS","protein_coding",0.114,5.25885650815677e-12
"Neg_vs_Parental","ENSMUSG00000017478","Zc3h18","chr8",123114431,123114503,72,"Regular (>50bp)","CDS","protein_coding",0.143,5.86757446753883e-12
"Neg_vs_Parental","ENSMUSG00000037519","Ppfia1","chr7",144056603,144056633,30,"Microexon (0-30bp)","CDS","protein_coding",0.265,7.93719172020803e-12
"Neg_vs_Parental","ENSMUSG00000041757","Plekha6","chr1",133202530,133202617,87,"Regular (>50bp)","CDS","protein_coding",0.306,8.11253084908894e-12
"Neg_vs_Parental","ENSMUSG00000004980","Hnrnpa2b1","chr6",51441407,51441431,24,"Microexon (0-30bp)","CDS","protein_coding",-0.167,1.60289999095546e-11
"Neg_vs_Parental","ENSMUSG00000030987","Stim1","chr7",102082403,102082440,37,"Small (30-50bp)","CDS","protein_coding",0.188,1.77318356076807e-11
"Neg_vs_Parental","ENSMUSG00000020458","Rtn4","chr11",29656409,29658770,2361,"Regular (>50bp)","CDS","protein_coding",-0.197,1.92788115568587e-11
"Neg_vs_Parental","ENSMUSG00000045411","2410002F23Rik","chr7",43897333,43897483,150,"Regular (>50bp)","UTR","protein_coding",-0.21,2.452743615685e-11
"Neg_vs_Parental","ENSMUSG00000045482","Trrap","chr5",144747141,144747162,21,"Microexon (0-30bp)","CDS","protein_coding",0.291,2.55299855330539e-11
"Neg_vs_Parental","ENSMUSG00000024462","Gabbr1","chr17",37360544,37360689,145,"Regular (>50bp)","CDS","protein_coding",0.359,5.08214924689418e-11
"Neg_vs_Parental","ENSMUSG00000032621","Srek1","chr13",103900803,103900927,124,"Regular (>50bp)","UTR","protein_coding",0.134,5.42052117477125e-11
"Neg_vs_Parental","ENSMUSG00000057858","Fam204a","chr19",60208761,60208792,31,"Small (30-50bp)","CDS","protein_coding",-0.194,5.54044420961763e-11
"Neg_vs_Parental","ENSMUSG00000031314","Taf1","chrX",100634339,100634345,6,"Microexon (0-30bp)","CDS","protein_coding",0.201,5.80152882256624e-11
"Neg_vs_Parental","ENSMUSG00000025138","Sirt7","chr11",120509974,120510116,142,"Regular (>50bp)","CDS","protein_coding",-0.197,5.80152882256624e-11
"Neg_vs_Parental","ENSMUSG00000118669","Arvcf","chr16",18219530,18219548,18,"Microexon (0-30bp)","CDS","protein_coding",0.166,7.88857169241047e-11
"Neg_vs_Parental","ENSMUSG00000027523","Gnas","chr2",174169900,174169924,24,"Microexon (0-30bp)","UTR","protein_coding",0.15,8.39408628074766e-11
"Neg_vs_Parental","ENSMUSG00000023015","Racgap1","chr15",99541273,99541404,131,"Regular (>50bp)","UTR","protein_coding",-0.147,1.11848013901345e-10
"Neg_vs_Parental","ENSMUSG00000032745","Gpbp1","chr13",111584429,111584489,60,"Regular (>50bp)","CDS","protein_coding",0.147,1.12980666838728e-10
"Neg_vs_Parental","ENSMUSG00000009995","Tafazzin","chrX",73332534,73332625,91,"Regular (>50bp)","CDS","protein_coding",-0.346,1.28203538694441e-10
"Neg_vs_Parental","ENSMUSG00000039943","Plcb4","chr2",135806971,135807007,36,"Small (30-50bp)","CDS","protein_coding",0.112,1.34928027767139e-10
"Neg_vs_Parental","ENSMUSG00000009073","Nf2","chr11",4730577,4730622,45,"Small (30-50bp)","CDS","protein_coding",0.174,1.62465065210454e-10
"Neg_vs_Parental","ENSMUSG00000097080","1700086O06Rik","chr18",38372625,38372804,179,"Regular (>50bp)","Unknown","lncRNA",0.731,1.78365023538485e-10
"Neg_vs_Parental","ENSMUSG00000032599","Ip6k2","chr9",108673739,108673771,32,"Small (30-50bp)","CDS","protein_coding",0.141,2.0295899336164e-10
"Neg_vs_Parental","ENSMUSG00000022329","Stk3","chr15",35115083,35115104,21,"Microexon (0-30bp)","CDS","protein_coding",0.135,2.32344502416303e-10
"Neg_vs_Parental","ENSMUSG00000034518","Hmgxb4","chr8",75725462,75725566,104,"Regular (>50bp)","CDS","protein_coding",0.177,2.32344502416303e-10
"Neg_vs_Parental","ENSMUSG00000033697","Arhgap39","chr15",76614563,76614656,93,"Regular (>50bp)","CDS","protein_coding",0.25,2.32344502416303e-10
"Neg_vs_Parental","ENSMUSG00000027201","Myef2","chr2",124952399,124952591,192,"Regular (>50bp)","CDS","protein_coding",-0.119,2.52622294295534e-10
"Neg_vs_Parental","ENSMUSG00000021413","Prpf4b","chr13",35083297,35083438,141,"Regular (>50bp)","CDS","protein_coding",-0.234,2.53480687567769e-10
"Neg_vs_Parental","ENSMUSG00000037151","Lrrc20","chr10",61318114,61318261,147,"Regular (>50bp)","CDS","protein_coding",0.141,3.18745522513594e-10
"Neg_vs_Parental","ENSMUSG00000031561","Tenm3","chr8",48740167,48740188,21,"Microexon (0-30bp)","CDS","protein_coding",0.191,3.21771505736489e-10
"Neg_vs_Parental","ENSMUSG00000067367","Lyar","chr5",38380477,38380571,94,"Regular (>50bp)","UTR","protein_coding",-0.171,3.84837220484821e-10
"Neg_vs_Parental","ENSMUSG00000009995","Tafazzin","chrX",73332589,73332625,36,"Small (30-50bp)","CDS","protein_coding",-0.314,3.98683260318424e-10
"Neg_vs_Parental","ENSMUSG00000031256","Cstf2","chrX",132973163,132973223,60,"Regular (>50bp)","CDS","protein_coding",0.19,4.26278819386534e-10
"Neg_vs_Parental","ENSMUSG00000028207","Asph","chr4",9637658,9637703,45,"Small (30-50bp)","CDS","protein_coding",0.119,4.92559853045606e-10
"Neg_vs_Parental","ENSMUSG00000067367","Lyar","chr5",38380477,38380575,98,"Regular (>50bp)","UTR","protein_coding",-0.171,7.45315473720614e-10
"Neg_vs_Parental","ENSMUSG00000022353","Mtss1","chr15",58819174,58819369,195,"Regular (>50bp)","CDS","protein_coding",0.177,7.8969694359759e-10
"Neg_vs_Parental","ENSMUSG00000055762","Eef1d","chr15",75774527,75775667,1140,"Regular (>50bp)","CDS","protein_coding",0.128,7.8969694359759e-10
"Neg_vs_Parental","ENSMUSG00000029095","Ablim2","chr5",36000511,36000610,99,"Regular (>50bp)","CDS","protein_coding",0.287,8.45108528612711e-10
"Neg_vs_Parental","ENSMUSG00000025762","Larp1b","chr3",40916603,40916663,60,"Regular (>50bp)","CDS","protein_coding",0.113,9.02202035659034e-10
