VastDB.ID,gene,Ptbp1.dPSI,Ptbp1.signif,Srrm4.dPSI,Srrm4.signif,Srrm3.Srrm4.dPSI,Srrm3.Srrm4.signif,Srsf11.dPSI,Srsf11.signif,Rbfox2.dPSI,Rbfox2.signif,Srrm3.dPSI,Srrm3.signif,Rnps1.dPSI,Rnps1.signif
MmuEX0049040,Trmt2a,-4,n.s.,-1.3,n.s.,4,n.s.,-1,n.s.,-19,lower,4,n.s.,-3,n.s.
MmuEX0049041,Trmt2a,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,n.s.,NA,n.s.
MmuEX0049042,Trmt2a,1,n.s.,-1,n.s.,-1,n.s.,-1,n.s.,-5,n.s.,0,n.s.,-1,n.s.
MmuEX0006150,Arl6,NA,n.s.,-0.3,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0006151,Arl6,0,n.s.,0.1,n.s.,2,n.s.,0,n.s.,1,n.s.,0,n.s.,0,n.s.
MmuEX0012818,Crybg3,-5,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0012819,Crybg3,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0012820,Crybg3,0,n.s.,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0045118,St3gal6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0045119,St3gal6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0045120,St3gal6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0045121,St3gal6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0045122,St3gal6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0046461,Tbc1d23,19,higher,7.9,n.s.,-1,n.s.,-26,lower,-85,lower,3,n.s.,-29,lower
MmuEX0046462,Tbc1d23,NA,n.s.,1.1,n.s.,NA,n.s.,NA,n.s.,NA,NA,0,n.s.,-1,n.s.
MmuEX0046463,Tbc1d23,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0043561,Slc7a4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0043562,Slc7a4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0047170,Thap7,NA,n.s.,14,higher,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA
MmuEX0047171,Thap7,1,n.s.,5.9,n.s.,1,n.s.,3,n.s.,-5,n.s.,-3,n.s.,-28,lower
MmuEX0004418,Aifm3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0004419,Aifm3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0004420,Aifm3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0004421,Aifm3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0004422,Aifm3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0004423,Aifm3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0004424,Aifm3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0004425,Aifm3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0004426,Aifm3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0004427,Aifm3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014794,Dlg1,-2,n.s.,10.6,higher,7,n.s.,0,n.s.,-2,n.s.,-5,n.s.,-15,lower
MmuEX0014795,Dlg1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0014796,Dlg1,1,n.s.,-13,lower,-31,lower,-3,n.s.,-1,n.s.,-1,n.s.,-4,n.s.
MmuEX0036581,Ppil2,-5,n.s.,2,n.s.,2,n.s.,-31,lower,-11,lower,-4,n.s.,-5,n.s.
MmuEX0036582,Ppil2,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0036583,Ppil2,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0036584,Ppil2,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0041665,Senp5,1,n.s.,0.2,n.s.,3,n.s.,2,n.s.,2,n.s.,-1,n.s.,0,n.s.
MmuEX0041666,Senp5,1,n.s.,1.3,n.s.,5,n.s.,6,n.s.,6,n.s.,1,n.s.,-2,n.s.
MmuEX0041667,Senp5,2,n.s.,-0.8,n.s.,3,n.s.,0,n.s.,5,n.s.,-1,n.s.,1,n.s.
MmuEX0041668,Senp5,NA,n.s.,-7.8,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,3,n.s.,-16,n.s.
MmuEX0041669,Senp5,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0052567,Ypel1,NA,n.s.,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA
MmuEX0052568,Ypel1,NA,n.s.,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA
MmuEX0052569,Ypel1,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,n.s.,NA,NA
MmuEX0052570,Ypel1,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0048520,Top3b,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0048521,Top3b,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0048522,Top3b,3,n.s.,-0.3,n.s.,0,n.s.,1,n.s.,-1,n.s.,-2,n.s.,0,n.s.
MmuEX0044501,Spag6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0044502,Spag6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0044503,Spag6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0019113,Fgd4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0019114,Fgd4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0019115,Fgd4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0019116,Fgd4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0019117,Fgd4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0019118,Fgd4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0019119,Fgd4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0019120,Fgd4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0019121,Fgd4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0015292,Dnm1l,3,n.s.,-2,n.s.,2,n.s.,-1,n.s.,-10,n.s.,-2,n.s.,-13,lower
MmuEX0015293,Dnm1l,2,n.s.,-14,n.s.,-16,lower,-37,lower,12,higher,-10,n.s.,-15,lower
MmuEX0015294,Dnm1l,2,n.s.,0,n.s.,0,n.s.,2,n.s.,3,n.s.,0,n.s.,-2,n.s.
MmuEX0015295,Dnm1l,-3,n.s.,-0.5,n.s.,1,n.s.,-3,n.s.,2,n.s.,0,n.s.,0,n.s.
MmuEX0015296,Dnm1l,0,n.s.,-0.9,n.s.,1,n.s.,0,n.s.,-2,n.s.,0,n.s.,0,n.s.
MmuEX0015297,Dnm1l,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0048313,Tnk2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0048314,Tnk2,-5,n.s.,1.4,n.s.,-1,n.s.,5,n.s.,-9,n.s.,1,n.s.,-6,n.s.
MmuEX0048315,Tnk2,-4,n.s.,-1.2,n.s.,-3,n.s.,1,n.s.,-12,lower,1,n.s.,-5,n.s.
MmuEX0048316,Tnk2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0048317,Tnk2,0,n.s.,0.3,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,1,n.s.
MmuEX0048318,Tnk2,-1,n.s.,-0.4,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0026798,Lrch3,2,n.s.,-0.8,n.s.,0,n.s.,-2,n.s.,0,n.s.,1,n.s.,0,n.s.
MmuEX0036380,Popdc2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0033192,Osbpl11,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0033193,Osbpl11,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0033194,Osbpl11,0,n.s.,-1.1,n.s.,1,n.s.,1,n.s.,5,n.s.,-3,n.s.,-1,n.s.
MmuEX0033195,Osbpl11,0,n.s.,0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0033196,Osbpl11,1,n.s.,-1.9,n.s.,3,n.s.,0,n.s.,1,n.s.,-2,n.s.,0,n.s.
MmuEX0033197,Osbpl11,2,n.s.,-0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0044291,Snx4,NA,NA,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0044292,Snx4,NA,NA,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0053046,Zfp148,0,n.s.,-1.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0053047,Zfp148,1,n.s.,2.6,n.s.,2,n.s.,-5,n.s.,-4,n.s.,-3,n.s.,-3,n.s.
MmuEX0053048,Zfp148,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0053049,Zfp148,-3,n.s.,0.3,n.s.,0,n.s.,-1,n.s.,0,n.s.,1,n.s.,-1,n.s.
MmuEX0022008,Gsk3b,0,n.s.,-4.6,n.s.,-6,n.s.,-1,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0022009,Gsk3b,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0022010,Gsk3b,1,n.s.,0,n.s.,-1,n.s.,-1,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0050581,Umps,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0050582,Umps,1,n.s.,1.2,n.s.,-1,n.s.,1,n.s.,-1,n.s.,0,n.s.,-1,n.s.
MmuEX0003133,Abcc5,0,n.s.,-0.2,n.s.,0,n.s.,-1,n.s.,-1,n.s.,-1,n.s.,-3,n.s.
MmuEX0003134,Abcc5,-2,n.s.,4.6,n.s.,1,n.s.,0,n.s.,0,n.s.,-2,n.s.,-8,n.s.
MmuEX0038464,Rabl3,4,n.s.,-1.8,n.s.,2,n.s.,-17,lower,0,n.s.,0,n.s.,-6,n.s.
MmuEX0038465,Rabl3,1,n.s.,0.8,n.s.,0,n.s.,-6,n.s.,-4,n.s.,0,n.s.,0,n.s.
MmuEX0045658,Stxbp5l,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0045659,Stxbp5l,0,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0024409,Iqcb1,3,n.s.,5.1,n.s.,3,n.s.,-3,n.s.,-7,n.s.,8,n.s.,6,n.s.
MmuEX0024410,Iqcb1,2,n.s.,3.9,n.s.,-2,n.s.,-2,n.s.,-8,n.s.,3,n.s.,2,n.s.
MmuEX0024411,Iqcb1,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0024412,Iqcb1,NA,NA,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0024413,Iqcb1,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0024414,Iqcb1,2,n.s.,-0.2,n.s.,1,n.s.,-11,n.s.,-36,lower,2,n.s.,8,n.s.
MmuEX0016182,Ece2,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0016183,Ece2,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0016184,Ece2,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0016185,Ece2,0,n.s.,4.9,n.s.,0,n.s.,-4,n.s.,-5,n.s.,NA,n.s.,NA,n.s.
MmuEX0016186,Ece2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0016187,Ece2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0011576,Clcn2,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,-4,n.s.,-1,n.s.
MmuEX0011577,Clcn2,8,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,-3,n.s.,NA,n.s.
MmuEX0048669,Tra2b,0,n.s.,0.4,n.s.,-1,n.s.,-6,n.s.,0,n.s.,-3,n.s.,0,n.s.
MmuEX0048670,Tra2b,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0048671,Tra2b,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0048672,Tra2b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0048673,Tra2b,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0048674,Tra2b,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0039504,Rfc4,-1,n.s.,0.2,n.s.,0,n.s.,1,n.s.,1,n.s.,0,n.s.,-1,n.s.
MmuEX0005608,App,-45,lower,6.1,n.s.,5,n.s.,-4,n.s.,-23,lower,1,n.s.,-5,n.s.
MmuEX0005609,App,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,NA
MmuEX0015726,Dscr3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0042627,Slc15a2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0042628,Slc15a2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0042629,Slc15a2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0042630,Slc15a2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0025871,Kpna1,0,n.s.,0.3,n.s.,1,n.s.,4,n.s.,4,n.s.,0,n.s.,0,n.s.
MmuEX0033754,Parp9,NA,n.s.,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0006126,Arl13b,-14,lower,3.4,n.s.,0,n.s.,2,n.s.,-7,n.s.,1,n.s.,2,n.s.
MmuEX0006127,Arl13b,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0008318,Brwd1,-3,n.s.,1.9,n.s.,-2,n.s.,1,n.s.,-2,n.s.,1,n.s.,1,n.s.
MmuEX0021865,Grik1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0021866,Grik1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0021867,Grik1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0021868,Grik1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0018300,Fam3b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0015530,Dopey2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0015531,Dopey2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0015532,Dopey2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0015533,Dopey2,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0015534,Dopey2,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0041832,Setd4,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,1,n.s.,-4,n.s.
MmuEX0041833,Setd4,-2,n.s.,0.5,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-20,lower
MmuEX0041834,Setd4,NA,n.s.,NA,n.s.,-4,n.s.,2,n.s.,7,n.s.,4,n.s.,NA,n.s.
MmuEX0041835,Setd4,0,n.s.,3.8,n.s.,-3,n.s.,0,n.s.,-1,n.s.,0,n.s.,-3,n.s.
MmuEX0011684,Clic6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0011685,Clic6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0011686,Clic6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0040778,Runx1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0040779,Runx1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0040780,Runx1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0024758,Itsn1,2,n.s.,-1.5,n.s.,-1,n.s.,-3,n.s.,0,n.s.,-1,n.s.,0,n.s.
MmuEX0024759,Itsn1,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0015507,Donson,0,n.s.,-0.1,n.s.,0,n.s.,-1,n.s.,-4,n.s.,0,n.s.,NA,NA
MmuEX0015508,Donson,1,n.s.,0.9,n.s.,1,n.s.,2,n.s.,2,n.s.,1,n.s.,1,n.s.
MmuEX0044350,Son,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0044351,Son,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0044352,Son,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0044353,Son,4,n.s.,-0.1,n.s.,1,n.s.,0,n.s.,-1,n.s.,2,n.s.,2,n.s.
MmuEX0047997,Tmem50b,NA,n.s.,-0.6,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0047998,Tmem50b,1,n.s.,0,n.s.,0,n.s.,NA,n.s.,-3,n.s.,0,n.s.,0,n.s.
MmuEX0023648,Ifngr2,1,n.s.,-0.4,n.s.,0,n.s.,-4,n.s.,-3,n.s.,0,n.s.,-3,n.s.
MmuEX0023649,Ifngr2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0023641,Ifnar1,1,n.s.,-0.5,n.s.,0,n.s.,-3,n.s.,0,n.s.,-1,n.s.,0,n.s.
MmuEX0023642,Ifnar1,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0023645,Ifnar2,0,n.s.,-0.1,n.s.,-1,n.s.,-1,n.s.,-4,n.s.,-1,n.s.,-3,n.s.
MmuEX0045983,Synj1,NA,n.s.,NA,n.s.,-7,n.s.,-5,n.s.,7,n.s.,0,n.s.,5,n.s.
MmuEX0045984,Synj1,NA,n.s.,-1.5,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0045985,Synj1,NA,NA,-13.5,lower,-12,lower,-5,n.s.,7,n.s.,-8,n.s.,-3,n.s.
MmuEX0053515,Zfp641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0053516,Zfp641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0000923,2310037I24Rik,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0000924,2310037I24Rik,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n.s.
MmuEX0000925,2310037I24Rik,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n.s.
MmuEX0000926,2310037I24Rik,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,n.s.
MmuEX0000927,2310037I24Rik,-1,n.s.,8.3,n.s.,1,n.s.,5,n.s.,4,n.s.,-6,n.s.,12,n.s.
MmuEX0004003,Adcy6,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0016850,Enah,NA,NA,NA,n.s.,NA,NA,NA,NA,NA,n.s.,NA,n.s.,NA,NA
MmuEX0016851,Enah,NA,NA,NA,n.s.,1,n.s.,5,n.s.,0,n.s.,2,n.s.,-24,lower
MmuEX0016852,Enah,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0016853,Enah,1,n.s.,0.7,n.s.,0,n.s.,1,n.s.,1,n.s.,0,n.s.,0,n.s.
MmuEX0016854,Enah,0,n.s.,-0.3,n.s.,0,n.s.,0,n.s.,-1,n.s.,0,n.s.,0,n.s.
MmuEX0037347,Prpf40b,-4,n.s.,NA,n.s.,2,n.s.,NA,NA,-2,n.s.,NA,NA,NA,NA
MmuEX0019406,Fmnl3,NA,n.s.,-4,n.s.,-6,n.s.,0,n.s.,1,n.s.,1,n.s.,2,n.s.
MmuEX0019407,Fmnl3,35,higher,-1.7,n.s.,-4,n.s.,-6,n.s.,-3,n.s.,-1,n.s.,-5,n.s.
MmuEX0038469,Racgap1,0,n.s.,-0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0026166,Lass5,0,n.s.,-0.1,n.s.,-1,n.s.,0,n.s.,-2,n.s.,0,n.s.,-1,n.s.
MmuEX0026167,Lass5,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0026168,Lass5,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0026169,Lass5,-2,n.s.,-2.3,n.s.,1,n.s.,-4,n.s.,-5,n.s.,0,n.s.,-3,n.s.
MmuEX0026170,Lass5,0,n.s.,-1.6,n.s.,0,n.s.,-1,n.s.,-2,n.s.,-1,n.s.,-2,n.s.
MmuEX0026436,Lima1,NA,n.s.,NA,n.s.,1,n.s.,0,n.s.,NA,n.s.,1,n.s.,NA,n.s.
MmuEX0026437,Lima1,NA,n.s.,-1.7,n.s.,0,n.s.,-1,n.s.,-1,n.s.,0,n.s.,-1,n.s.
MmuEX0006570,Atf1,NA,n.s.,NA,n.s.,-2,n.s.,NA,n.s.,-15,n.s.,NA,n.s.,NA,n.s.
MmuEX0006571,Atf1,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA
MmuEX0041277,Scn8a,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0041278,Scn8a,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0041279,Scn8a,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0041280,Scn8a,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0012843,Csad,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0012844,Csad,11,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,NA
MmuEX0012845,Csad,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA
MmuEX0012846,Csad,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA
MmuEX0012847,Csad,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0004785,Amhr2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0004786,Amhr2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0027708,Map3k12,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,n.s.,NA,NA
MmuEX0027709,Map3k12,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,n.s.,NA,NA
MmuEX0027710,Map3k12,3,n.s.,-1.1,n.s.,-1,n.s.,-3,n.s.,-4,n.s.,-3,n.s.,-8,n.s.
MmuEX0046297,Tarbp2,NA,n.s.,-1.7,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,n.s.,NA,NA
MmuEX0046298,Tarbp2,-3,n.s.,-4.1,n.s.,0,n.s.,7,n.s.,1,n.s.,-8,n.s.,-14,lower
