VastDB.ID,gene,length,chrom,start,end,strand,neural.trend,ASD.trend
MmuEX0051056,Usp48,52,chr4,137172423,137176976,+,NA,NA
MmuEX0053439,Zfp536,153,chr7,38265869,38352832,-,NA,NA
MmuEX0053440,Zfp536,135,chr7,38501662,38558467,-,NA,NA
MmuEX0000146,1110032A04Rik,31,chr3,69642098,69663752,-,NA,NA
MmuEX0052672,Zbtb37,100,chr1,162950538,162961935,-,NA,n.s.
MmuEX0003510,Acot6,203,chr12,85442379,85449889,+,NA,NA
MmuEX0041878,Setx,159,chr2,29005628,29012507,+,NA,NA
MmuEX0041879,Setx,165,chr2,29029242,29032396,+,NA,NA
MmuEX0041880,Setx,88,chr2,29032496,29034919,+,NA,NA
MmuEX0050639,Unc5cl,68,chr17,48602789,48603766,+,NA,NA
MmuEX0050393,Ubxn10,260,chr4,138266242,138275624,-,NA,NA
MmuEX0001476,4930412F15Rik,198,chr4,43673029,43673515,-,NA,NA
MmuEX0001477,4930412F15Rik,144,chr4,43673627,43678628,-,NA,NA
MmuEX0032228,Npsr1,104,chr9,23939311,24091200,+,NA,NA
MmuEX0015648,Dpy19l3,80,chr7,36501738,36506563,-,NA,NA
MmuEX0000191,1190005I06Rik,144,chr8,123132931,123152371,-,NA,NA
MmuEX0034138,Pde12,79,chr14,27485454,27487733,-,NA,NA
MmuEX0009063,Capn13,137,chr17,73700894,73715265,-,NA,NA
MmuEX0009064,Capn13,73,chr17,73715382,73732162,-,NA,NA
MmuEX0037781,Ptpn11,155,chr5,121593639,121599111,-,NA,NA
MmuEX0007245,B430306N03Rik,91,chr17,48456368,48458475,+,NA,NA
MmuEX0000294,1520401A03Rik,54,chr17,23842203,23842495,-,NA,NA
MmuEX0000295,1520401A03Rik,33,chr17,23855101,23855889,-,NA,NA
MmuEX0000296,1520401A03Rik,33,chr17,23855920,23858797,-,NA,NA
MmuEX0003910,Adamtsl5,92,chr10,79807849,79808257,-,NA,NA
MmuEX0003911,Adamtsl5,56,chr10,79808449,79810301,-,NA,NA
MmuEX0027411,Lysmd4,63,chr7,74367516,74368494,+,NA,NA
MmuEX0011658,Clec4a3,102,chr6,122904171,122916439,+,NA,NA
MmuEX0047756,Tmem145,94,chr7,26093861,26094625,+,NA,NA
MmuEX0028908,Mgat5b,147,chr11,116839151,116839677,+,NA,NA
MmuEX0053909,Zmym1,129,chr4,126727846,126728518,-,NA,NA
MmuEX0043183,Slc36a4,124,chr9,15514282,15525143,+,NA,NA
MmuEX0049080,Trp53bp1,56,chr2,121028495,121030068,-,NA,NA
MmuEX0049081,Trp53bp1,95,chr2,121069833,121073899,-,NA,NA
MmuEX0049082,Trp53bp1,138,chr2,121074027,121077603,-,NA,NA
MmuEX0049083,Trp53bp1,125,chr2,121082417,121095639,-,NA,NA
MmuEX0049084,Trp53bp1,91,chr2,121095725,121096259,-,NA,NA
MmuEX0009835,Ccdc60,123,chr5,116584169,116587040,-,NA,NA
MmuEX0025746,Klhl15,51,chrX,91481259,91497753,+,Neural-low,NA
MmuEX0002521,A530064D06Rik,184,chr17,48289923,48303327,-,NA,NA
MmuEX0051784,Wdfy3,324,chr5,102273679,102276121,-,NA,NA
MmuEX0051785,Wdfy3,84,chr5,102360025,102366300,-,NA,ASD-low
MmuEX0051786,Wdfy3,99,chr5,102410609,102470673,-,NA,NA
MmuEX0033134,Orai3,145,chr7,134913731,134917070,+,NA,NA
MmuEX0016844,Emx2,185,chr19,59534115,59538369,+,NA,inconsistent
MmuEX0020593,Gls2,125,chr10,127631964,127636237,+,NA,NA
MmuEX0011435,Cilp2,109,chr8,72407357,72408185,-,NA,NA
MmuEX0021663,Gpr133,96,chr5,129615537,129620929,+,NA,NA
MmuEX0021664,Gpr133,124,chr5,129668544,129683923,+,NA,NA
MmuEX0039399,Rell2,240,chr18,38115571,38116582,+,NA,NA
MmuEX0047880,Tmem20,181,chr19,38470792,38477129,+,NA,NA
MmuEX0009586,Ccdc141,195,chr2,76913066,76946419,-,NA,NA
MmuEX0009587,Ccdc141,164,chr2,76970431,77006567,-,NA,NA
MmuEX0004751,Als2cl,197,chr9,110791257,110792210,+,NA,NA
MmuEX0004752,Als2cl,112,chr9,110792967,110794357,+,NA,NA
MmuEX0004753,Als2cl,97,chr9,110796665,110797069,+,NA,NA
MmuEX0019375,Fmn1,108,chr2,113436550,113443325,+,NA,NA
MmuEX0011010,Cep68,171,chr11,20129485,20136008,-,NA,NA
MmuEX0011011,Cep68,353,chr11,20140702,20149309,-,NA,NA
MmuEX0021705,Gpr22,991,chr12,32394901,32398364,-,NA,NA
MmuEX0016831,Eml6,160,chr11,29797243,29924379,-,NA,NA
MmuEX0008483,C130050O18Rik,1515,chr5,139882527,139890226,+,NA,NA
MmuEX0023962,Il1f9,140,chr2,24043329,24048106,+,NA,NA
MmuEX0037265,Proca1,133,chr11,78015395,78018341,+,NA,NA
MmuEX0037456,Prss53,238,chr7,135030610,135031012,-,NA,NA
MmuEX0040099,Rnf182,65,chr13,43711437,43763128,+,NA,NA
MmuEX0044689,Spink10,32,chr18,62810578,62813070,+,NA,NA
MmuEX0052143,Wfikkn2,225,chr11,94100433,94107008,-,NA,NA
MmuEX0015205,Dnajc21,76,chr15,10376982,10379330,-,NA,NA
MmuEX0017826,Fam113b,194,chr15,97191767,97214455,+,NA,NA
MmuEX0033210,Osbpl1a,74,chr18,13063596,13064479,-,NA,NA
MmuEX0033211,Osbpl1a,90,chr18,13092212,13100140,-,NA,NA
MmuEX0053684,Zfp879,127,chr11,50651508,50654027,-,NA,NA
MmuEX0050345,Ubr3,90,chr2,69789466,69790797,+,NA,NA
MmuEX0050346,Ubr3,134,chr2,69831870,69838514,+,NA,NA
MmuEX0050347,Ubr3,106,chr2,69838601,69847159,+,NA,NA
MmuEX0000335,1700001O22Rik,67,chr2,30651326,30651920,-,NA,NA
MmuEX0015707,Dsc1,46,chr18,20244253,20245149,-,NA,NA
MmuEX0044126,Snhg11,80,chr2,158202063,158202729,+,NA,NA
MmuEX0002304,9030625A04Rik,179,chr14,77433159,77434599,-,NA,NA
MmuEX0002305,9030625A04Rik,179,chr14,77435213,77436303,-,NA,NA
MmuEX0007385,BC024139,134,chr15,75950260,75950683,-,NA,NA
MmuEX0007386,BC024139,173,chr15,75952203,75954726,-,NA,NA
MmuEX0007387,BC024139,85,chr15,75955212,75955644,-,NA,NA
MmuEX0007388,BC024139,123,chr15,75955996,75956408,-,NA,NA
MmuEX0013260,Cxxc4,62,chr3,133899651,133902366,+,NA,NA
MmuEX0004058,Adig,64,chr2,158328606,158331413,+,NA,NA
MmuEX0000953,2310057J16Rik,317,chr8,3606407,3607790,+,NA,NA
MmuEX0030710,N6amt1,142,chr16,87362849,87367709,+,NA,NA
MmuEX0015427,Dock5,101,chr14,68374580,68375993,-,NA,NA
MmuEX0039887,Rin3,132,chr12,103612089,103625763,+,NA,NA
MmuEX0018027,Fam160a2,91,chr7,112538867,112548161,-,NA,NA
MmuEX0002603,AB041803,72,chr6,31131150,31168073,-,NA,NA
MmuEX0006378,Ascc1,98,chr10,59470575,59476343,+,NA,NA
MmuEX0053601,Zfp758,53,chr17,22498675,22510609,+,NA,NA
MmuEX0002409,9930014A18Rik,31,chr15,60656339,60659675,+,NA,NA
MmuEX0038934,Rasip1,244,chr7,52890702,52892089,+,NA,NA
MmuEX0038935,Rasip1,148,chr7,52892263,52894054,+,NA,NA
MmuEX0008906,Cage1,108,chr13,38104366,38108279,-,NA,NA
MmuEX0002318,9130011J15Rik,42,chr8,75093918,75094902,-,NA,NA
MmuEX0012976,Csrnp3,162,chr2,65683942,65716021,+,NA,NA
MmuEX0053486,Zfp612,108,chr8,112607684,112612321,+,NA,NA
MmuEX0047885,Tmem201,121,chr4,149105367,149111943,-,NA,NA
MmuEX0033514,Palb2,86,chr7,129257985,129264567,-,NA,NA
MmuEX0010070,Ccnjl,214,chr11,43342962,43393185,+,NA,NA
MmuEX0043246,Slc38a6,131,chr12,74388142,74393146,+,NA,NA
MmuEX0043247,Slc38a6,95,chr12,74452883,74453443,+,NA,NA
MmuEX0001908,4933433P14Rik,259,chr12,106923669,106938847,+,NA,NA
MmuEX0002416,9930104L06Rik,278,chr4,124614578,124617609,+,NA,NA
MmuEX0002417,9930104L06Rik,119,chr4,124617864,124619826,+,NA,NA
MmuEX0041250,Scml4,195,chr10,42650411,42666674,+,NA,NA
MmuEX0001808,4933400C05Rik,55,chr11,103071186,103079655,-,NA,NA
MmuEX0041819,Setd2,217,chr9,110476779,110492891,+,NA,NA
MmuEX0041820,Setd2,135,chr9,110497265,110504626,+,NA,NA
MmuEX0053255,Zfp354c,71,chr11,50630714,50631294,-,NA,NA
MmuEX0013603,D630023F18Rik,83,chr1,65163784,65167912,-,NA,NA
MmuEX0033348,Oxgr1,153,chr14,120426545,120441501,-,NA,NA
MmuEX0005150,Ankrd50,3545,chr3,38351428,38361821,-,NA,NA
MmuEX0053263,Zfp367,39,chr13,64246989,64253696,-,NA,NA
MmuEX0007434,BC030307,179,chr10,86199745,86212991,+,NA,NA
MmuEX0013510,D19Ertd652e,207,chr19,47836525,47840289,-,NA,NA
MmuEX0013511,D19Ertd652e,176,chr19,47859920,47862801,-,NA,NA
MmuEX0013512,D19Ertd652e,132,chr19,47876470,47888417,-,NA,NA
MmuEX0050387,Ubtd2,237,chr11,32355547,32416089,+,NA,NA
MmuEX0052027,Wdr72,105,chr9,74066580,74129474,+,NA,NA
MmuEX0044548,Spata21,176,chr4,140663360,140667894,+,NA,NA
MmuEX0047931,Tmem232,253,chr17,65752347,65785602,-,NA,NA
MmuEX0028607,Megf8,146,chr7,26115296,26116032,+,NA,NA
MmuEX0028608,Megf8,164,chr7,26119730,26122792,+,NA,NA
MmuEX0026806,Lrfn4,1359,chr19,4612639,4614962,-,NA,NA
MmuEX0026506,Lingo2,40,chr4,36003838,36083486,-,NA,NA
MmuEX0040900,S1pr5,157,chr9,21049648,21052836,-,NA,NA
MmuEX0027544,Magi1,89,chr6,93628997,93632945,-,Neural-high,n.s.
MmuEX0027545,Magi1,168,chr6,93636870,93647187,-,NA,NA
MmuEX0045816,Suv420h1,197,chr19,3805054,3814114,+,NA,NA
MmuEX0014880,Dmd,123,chrX,81153891,81170190,+,NA,NA
MmuEX0014881,Dmd,147,chrX,82063635,82189483,+,NA,NA
MmuEX0015656,Dpy19l4,83,chr4,11200287,11205075,-,NA,inconsistent
MmuEX0015657,Dpy19l4,132,chr4,11217437,11219700,-,NA,inconsistent
MmuEX0015658,Dpy19l4,33,chr4,11244328,11248861,-,NA,NA
MmuEX0029446,Morn2,54,chr17,80689678,80693809,+,NA,NA
MmuEX0029447,Morn2,137,chr17,80693917,80696593,+,NA,NA
MmuEX0053555,Zfp691,430,chr4,118843648,118846267,-,NA,NA
MmuEX0026209,Lca5l,118,chr16,96383049,96384165,-,NA,NA
MmuEX0002169,6330549D23Rik,104,chr3,96413343,96433380,-,NA,NA
MmuEX0010791,Cenpe,92,chr3,134875679,134879295,+,NA,NA
MmuEX0010792,Cenpe,156,chr3,134905318,134906563,+,NA,NA
MmuEX0042139,Sh2d5,175,chr4,137812880,137813519,+,NA,NA
MmuEX0042140,Sh2d5,160,chr4,137813629,137814968,+,NA,NA
MmuEX0048915,Trim39,291,chr17,36404166,36405553,-,NA,NA
MmuEX0004555,Akr1e1,168,chr13,4602044,4608330,-,NA,NA
MmuEX0049657,Ttll13,268,chr7,87391550,87393180,+,NA,NA
MmuEX0034443,Penk,141,chr4,4061655,4065781,-,NA,NA
MmuEX0045173,St7l,103,chr3,104697358,104722268,+,NA,NA
MmuEX0045174,St7l,93,chr3,104722420,104729347,+,NA,ASD-high
MmuEX0042232,Sh3tc2,134,chr18,62137727,62148846,+,NA,NA
MmuEX0030182,Mtus1,150,chr8,42135471,42161585,-,NA,n.s.
MmuEX0030183,Mtus1,2227,chr8,42161782,42218834,-,NA,NA
MmuEX0051677,Vwc2l,130,chr1,70775743,70928640,+,NA,NA
MmuEX0035737,Plekha7,81,chr7,123288753,123298146,-,NA,NA
MmuEX0035738,Plekha7,87,chr7,123298201,123301370,-,NA,NA
MmuEX0035739,Plekha7,77,chr7,123451497,123451764,-,NA,NA
MmuEX0001407,4921515J06Rik,129,chr3,108744335,108755728,+,NA,NA
MmuEX0012262,Col27a1,54,chr4,62952611,62954503,+,NA,NA
MmuEX0012263,Col27a1,54,chr4,62963456,62966218,+,NA,NA
MmuEX0012264,Col27a1,108,chr4,62974514,62975706,+,NA,NA
MmuEX0012265,Col27a1,63,chr4,62984536,62985427,+,NA,NA
MmuEX0044802,Sprn,386,chr7,147337140,147340447,-,NA,NA
MmuEX0002411,9930021D14Rik,120,chr17,24610933,24611349,+,NA,NA
MmuEX0029342,Mms22l,91,chr4,24430260,24434460,+,NA,NA
MmuEX0029343,Mms22l,177,chr4,24435666,24448387,+,NA,NA
MmuEX0029344,Mms22l,149,chr4,24506051,24508248,+,NA,NA
MmuEX0029345,Mms22l,94,chr4,24515520,24523284,+,NA,NA
MmuEX0018127,Fam179a,139,chr17,72022840,72036925,+,NA,NA
MmuEX0052146,Whamm,151,chr7,88719606,88729987,+,NA,NA
MmuEX0002503,A430105I19Rik,40,chr2,118583493,118584148,-,NA,NA
MmuEX0032112,Npas4,110,chr19,4987451,4988074,-,NA,NA
MmuEX0001926,4933440M02Rik,69,chr7,132478041,132493039,-,NA,NA
MmuEX0033075,Olfr1344,143,chr7,6379867,6392611,+,NA,NA
MmuEX0030063,Mtmr11,136,chr3,95968250,95968708,+,NA,NA
MmuEX0021685,Gpr158,106,chr2,21732317,21746770,+,NA,NA
MmuEX0024141,Ing1,43,chr8,11555979,11561417,+,NA,NA
MmuEX0008520,C2cd2,37,chr16,98081184,98090198,-,Neural-high,NA
MmuEX0008521,C2cd2,93,chr16,98096850,98097826,-,NA,NA
MmuEX0001553,4930451I11Rik,88,chr7,133974133,133974385,-,NA,NA
MmuEX0020061,Gapt,65,chr13,111144724,111147291,-,NA,NA
MmuEX0045299,Stard5,50,chr7,90780654,90781639,+,Neural-low,NA
MmuEX0017806,Fam105b,77,chr15,27549379,27560212,-,NA,inconsistent
MmuEX0001764,4931422A03Rik,28,chr2,103817974,103866286,-,NA,NA
MmuEX0001765,4931422A03Rik,66,chr2,103866370,103867934,-,NA,NA
MmuEX0023212,Hpcal4,89,chr4,122861100,122865957,+,NA,NA
MmuEX0002094,6030422M02Rik,138,chr1,9898772,9901990,+,NA,NA
MmuEX0002095,6030422M02Rik,18,chr1,9902122,9905554,+,NA,NA
MmuEX0002074,5830418K08Rik,142,chr9,15127528,15128592,-,NA,NA
MmuEX0002075,5830418K08Rik,240,chr9,15128736,15130518,-,NA,NA
MmuEX0002076,5830418K08Rik,309,chr9,15135355,15139493,-,NA,NA
MmuEX0002077,5830418K08Rik,108,chr9,15142864,15145884,-,NA,NA
MmuEX0002078,5830418K08Rik,94,chr9,15151481,15156134,-,NA,NA
MmuEX0033777,Patl1,181,chr19,11999717,12006022,+,NA,NA
MmuEX0011365,Chrm3,47,chr13,9878264,10121472,-,NA,NA
MmuEX0003868,Adamts6,146,chr13,105103800,105137427,+,NA,NA
MmuEX0003869,Adamts6,106,chr13,105137472,105156873,+,NA,NA
MmuEX0022005,Gsg1l,168,chr7,133035245,133066936,-,NA,NA
MmuEX0041117,Scaf8,62,chr17,3115419,3145074,+,NA,n.s.
MmuEX0041118,Scaf8,77,chr17,3168140,3171102,+,NA,NA
MmuEX0035184,Pik3r6,88,chr11,68349729,68357099,+,Neural-low,NA
MmuEX0035554,Plaur,147,chr7,25257727,25260257,+,NA,inconsistent
MmuEX0051416,Vps13a,119,chr19,16695200,16710258,-,NA,NA
MmuEX0051417,Vps13a,161,chr19,16743192,16752343,-,NA,NA
MmuEX0035201,Pilra,47,chr5,138265016,138268081,-,NA,NA
MmuEX0042284,She,142,chr3,89653596,89656288,+,NA,NA
MmuEX0007584,BC107364,94,chr3,96238366,96244631,-,NA,NA
MmuEX0017337,Ermp1,93,chr19,29703307,29706880,-,NA,NA
MmuEX0042863,Slc25a23,116,chr17,57192772,57193206,-,NA,NA
MmuEX0021520,Gpat2,132,chr2,127260202,127260742,+,NA,NA
MmuEX0021521,Gpat2,56,chr2,127261013,127261580,+,NA,NA
MmuEX0040414,Rpl27a,71,chr7,116663167,116663981,+,NA,NA
MmuEX0001780,4931440L10Rik,97,chr1,136438743,136443460,-,NA,NA
MmuEX0044686,Spin2,114,chrX,150266873,150267733,+,NA,NA
MmuEX0007898,Bdh1,88,chr16,31438204,31446677,+,NA,NA
MmuEX0007241,B3gntl1,94,chr11,121479170,121484745,-,NA,NA
MmuEX0007242,B3gntl1,65,chr11,121505973,121532183,-,NA,NA
MmuEX0051669,Vwa5b2,62,chr16,20590355,20590725,+,NA,NA
MmuEX0051670,Vwa5b2,220,chr16,20591635,20594639,+,NA,NA
MmuEX0051671,Vwa5b2,156,chr16,20595894,20597092,+,NA,NA
MmuEX0051672,Vwa5b2,134,chr16,20602267,20604138,+,NA,NA
MmuEX0035357,Pkd1l1,231,chr11,8734936,8744543,-,NA,NA
MmuEX0035358,Pkd1l1,235,chr11,8749763,8755565,-,NA,NA
MmuEX0035359,Pkd1l1,157,chr11,8767270,8769460,-,NA,NA
MmuEX0053210,Zfp316,128,chr5,144026361,144031503,-,NA,NA
MmuEX0018364,Fam54b,212,chr4,134085326,134086594,-,NA,inconsistent
MmuEX0008642,C87436,135,chr6,86388842,86393720,+,NA,NA
MmuEX0008643,C87436,81,chr6,86396263,86399754,+,NA,NA
MmuEX0008644,C87436,54,chr6,86403708,86407809,+,NA,NA
MmuEX0008645,C87436,101,chr6,86407918,86415794,+,NA,ASD-low
MmuEX0043700,Slitrk4,72,chrX,61526285,61529974,-,NA,NA
MmuEX0012951,Csnk2a2,102,chr8,97981389,97984577,-,NA,NA
MmuEX0012952,Csnk2a2,84,chr8,97984689,97989550,-,NA,NA
MmuEX0023026,Hmga1,115,chr17,27693695,27696477,+,NA,inconsistent
MmuEX0000053,0610010O12Rik,55,chr18,36526396,36562150,+,NA,NA
MmuEX0002253,8030474K03Rik,55,chrX,98993101,98993680,+,NA,NA
MmuEX0049583,Ttc6,137,chr12,58775756,58787238,+,NA,NA
MmuEX0049584,Ttc6,150,chr12,58803348,58806523,+,NA,NA
MmuEX0036717,Ppp1r3b,187,chr8,36438996,36447037,+,NA,NA
MmuEX0002747,AI646023,101,chr10,75016866,75019964,-,NA,NA
MmuEX0000031,0610008F07Rik,204,chr2,163322368,163367238,-,NA,NA
MmuEX0051272,Vat1l,75,chr8,116813343,116893751,+,NA,NA
MmuEX0035252,Pip5kl1,155,chr2,32433446,32433999,+,NA,NA
MmuEX0022674,Hectd3,83,chr4,116669837,116670981,+,NA,NA
MmuEX0036921,Pramef8,65,chr4,143002995,143006522,+,NA,NA
MmuEX0053594,Zfp740,124,chr15,102038793,102039585,+,NA,NA
MmuEX0000075,1110002N22Rik,454,chr11,79951584,79955573,-,NA,NA
MmuEX0003960,Adck2,129,chr6,39526509,39530994,+,NA,NA
MmuEX0046293,Tapt1,69,chr5,44574014,44576193,-,NA,NA
MmuEX0051847,Wdr27,114,chr17,15061726,15065281,-,NA,NA
MmuEX0053304,Zfp41,1648,chr15,75447459,75453980,+,NA,NA
MmuEX0018891,Fbxo41,74,chr6,85429981,85430760,-,NA,NA
MmuEX0018892,Fbxo41,175,chr6,85434858,85452696,-,NA,NA
MmuEX0009325,Catsperb,47,chr12,102746186,102747386,+,NA,NA
MmuEX0009467,Ccdc108,67,chr1,74957129,74957587,-,NA,NA
MmuEX0009468,Ccdc108,129,chr1,74957765,74963723,-,NA,NA
MmuEX0005112,Ankrd33,95,chr15,100946334,100947007,+,NA,NA
MmuEX0037379,Prr15l,43,chr11,96790824,96795828,+,NA,NA
MmuEX0040173,Rnf31,379,chr14,56213310,56214306,+,NA,NA
MmuEX0040174,Rnf31,97,chr14,56220776,56222092,+,NA,inconsistent
MmuEX0013548,D330028D13Rik,80,chr6,49333079,49338815,+,NA,NA
MmuEX0011807,Cltc,21,chr11,86510843,86515710,-,NA,n.s.
MmuEX0000624,1700113H08Rik,94,chr10,86520905,86584154,+,NA,NA
MmuEX0046989,Tet1,91,chr10,62295736,62300923,-,NA,NA
MmuEX0040944,Samd14,167,chr11,94875721,94881243,+,NA,NA
MmuEX0024524,Irs3,645,chr5,138084448,138086318,-,NA,NA
MmuEX0015973,Dync2h1,57,chr9,7078010,7081003,-,NA,NA
MmuEX0018153,Fam185a,110,chr5,20931395,20939508,+,NA,inconsistent
MmuEX0018154,Fam185a,135,chr5,20961696,20986149,+,NA,NA
MmuEX0008536,C2cd3,148,chr7,107544355,107554467,+,NA,NA
MmuEX0008537,C2cd3,339,chr7,107581084,107588682,+,NA,NA
MmuEX0053256,Zfp358,83,chr8,3493310,3495381,+,NA,NA
MmuEX0031527,Neurl4,66,chr11,69716955,69717366,+,Neural-low,n.s.
MmuEX0031528,Neurl4,159,chr11,69720106,69720485,+,NA,NA
MmuEX0031529,Neurl4,77,chr11,69720685,69720925,+,NA,NA
MmuEX0031530,Neurl4,159,chr11,69723215,69724236,+,NA,NA
MmuEX0031531,Neurl4,39,chr11,69725597,69726628,+,NA,NA
MmuEX0053197,Zfp286,160,chr11,62601547,62602630,-,NA,n.s.
MmuEX0017812,Fam108b,69,chr19,21753087,21755357,+,NA,NA
MmuEX0013028,Ctdspl,33,chr9,118920508,118936054,+,NA,inconsistent
MmuEX0021718,Gpr68,78,chr12,102126283,102146308,-,NA,NA
MmuEX0039483,Rexo1,114,chr10,80006466,80007027,-,NA,NA
MmuEX0011852,Cmya5,23,chr13,93844427,93853105,-,NA,NA
MmuEX0014839,Dlk2,66,chr17,46438031,46439314,+,NA,NA
MmuEX0002738,AI480653,133,chr16,30957821,31050717,-,NA,NA
MmuEX0017941,Fam132b,109,chr1,93266920,93267201,+,NA,NA
MmuEX0021590,Gphn,79,chr12,79327829,79477346,+,NA,NA
MmuEX0021591,Gphn,39,chr12,79513421,79555743,+,NA,n.s.
MmuEX0002252,8030462N17Rik,168,chr18,77881934,77912638,-,NA,NA
MmuEX0053209,Zfp30,127,chr7,30571323,30574356,+,NA,NA
MmuEX0014828,Dlgap2,99,chr8,14096142,14257971,+,NA,NA
MmuEX0014829,Dlgap2,42,chr8,14822696,14829868,+,NA,n.s.
MmuEX0040059,Rnf152,123,chr1,107181532,107252919,-,NA,NA
MmuEX0003816,Adamts12,180,chr15,11247111,11261472,+,NA,NA
MmuEX0007657,Baiap3,144,chr17,25382972,25383274,-,NA,NA
MmuEX0004760,Als2cr12,145,chr1,58748627,58752560,-,NA,NA
MmuEX0008626,C79407,100,chr12,66234846,66239631,-,NA,NA
MmuEX0008627,C79407,143,chr12,66250538,66254792,-,NA,NA
MmuEX0008628,C79407,74,chr12,66255837,66259381,-,NA,NA
MmuEX0008629,C79407,626,chr12,66259849,66273435,-,NA,NA
MmuEX0002491,A430005L14Rik,107,chr4,153331591,153334639,+,NA,NA
MmuEX0001219,2810006K23Rik,309,chr5,124778239,124790617,+,NA,NA
MmuEX0032259,Nr1h4,135,chr10,88961163,88996147,-,NA,NA
MmuEX0046767,Tctex1d4,107,chr4,116799464,116799880,+,NA,NA
MmuEX0052553,Yipf6,43,chrX,96135540,96138116,+,NA,NA
MmuEX0007490,BC048609,100,chr19,6080317,6080627,+,NA,NA
MmuEX0040057,Rnf150,251,chr8,85388390,85527473,+,NA,NA
MmuEX0040058,Rnf150,97,chr8,85530312,85566470,+,NA,NA
MmuEX0027037,Lrrc49,186,chr9,60446003,60450385,-,NA,NA
MmuEX0027038,Lrrc49,84,chr9,60458229,60469375,-,NA,n.s.
MmuEX0027039,Lrrc49,62,chr9,60469524,60514095,-,NA,NA
MmuEX0027040,Lrrc49,67,chr9,60514240,60524886,-,NA,inconsistent
MmuEX0006627,Atg16l2,71,chr7,108440694,108441886,-,NA,NA
MmuEX0006628,Atg16l2,63,chr7,108442499,108444634,-,NA,inconsistent
MmuEX0006629,Atg16l2,66,chr7,108444749,108445270,-,NA,NA
MmuEX0006630,Atg16l2,103,chr7,108445748,108448625,-,NA,NA
MmuEX0043260,Slc38a9,107,chr13,113493854,113513405,+,NA,NA
MmuEX0044120,Sned1,163,chr1,95155684,95158225,+,NA,NA
MmuEX0044121,Sned1,117,chr1,95169186,95170920,+,NA,NA
MmuEX0044122,Sned1,113,chr1,95179963,95180961,+,NA,NA
MmuEX0044123,Sned1,96,chr1,95182672,95185884,+,NA,inconsistent
MmuEX0010188,Cd300lf,109,chr11,114981733,114987417,-,NA,NA
MmuEX0004473,Akap10,48,chr11,61729769,61743490,-,NA,NA
MmuEX0009970,Ccdc88b,167,chr19,6921260,6922125,-,NA,NA
MmuEX0009971,Ccdc88b,149,chr19,6930224,6930598,-,NA,NA
MmuEX0007507,BC051628,968,chr2,180950835,180957262,+,NA,NA
MmuEX0026662,Lonp2,127,chr8,89189741,89196834,+,NA,NA
MmuEX0021682,Gpr157,214,chr4,149462246,149475688,+,NA,NA
MmuEX0050835,Usp14,105,chr18,10016643,10022815,-,Neural-low,inconsistent
MmuEX0039397,Rell1,62,chr5,64316113,64318227,-,NA,NA
MmuEX0039398,Rell1,94,chr5,64329273,64359884,-,NA,NA
MmuEX0048393,Tnrc6b,96,chr15,80748528,80753887,+,NA,NA
MmuEX0039926,Ripply2,65,chr9,86910782,86914487,+,NA,NA
MmuEX0005031,Ankrd16,91,chr2,11706080,11707850,+,NA,NA
MmuEX0005032,Ankrd16,167,chr2,11707930,11711360,+,NA,NA
MmuEX0048795,Trappc9,127,chr15,72783550,72830401,-,NA,NA
MmuEX0048796,Trappc9,27,chr15,72862074,72881024,-,Neural-high,ASD-low
MmuEX0033523,Palm3,85,chr8,86550791,86552024,+,NA,NA
MmuEX0020409,Gigyf2,65,chr1,89223683,89250978,+,NA,inconsistent
MmuEX0020410,Gigyf2,167,chr1,89308443,89315662,+,NA,NA
MmuEX0020411,Gigyf2,155,chr1,89337498,89340219,+,NA,NA
MmuEX0047874,Tmem196,74,chr12,121253476,121256982,+,NA,n.s.
MmuEX0016875,Eno4,118,chr19,59043060,59045105,+,NA,NA
MmuEX0019028,Fcrl5,264,chr3,87244131,87247455,+,NA,NA
MmuEX0026268,Ldlrad3,82,chr2,101953837,102026436,-,NA,NA
MmuEX0013275,Cyb5r2,84,chr7,114895931,114897359,-,NA,NA
MmuEX0013276,Cyb5r2,73,chr7,114898325,114900698,-,NA,NA
MmuEX0033013,Odz4,210,chr7,103702258,103843279,+,NA,NA
MmuEX0033014,Odz4,99,chr7,103843536,103852435,+,Neural-low,NA
MmuEX0033015,Odz4,177,chr7,103852672,103884194,+,NA,NA
MmuEX0033016,Odz4,27,chr7,103946016,103960342,+,Neural-high,NA
MmuEX0033017,Odz4,21,chr7,104001093,104011959,+,Neural-high,NA
MmuEX0048076,Tmem72,25,chr6,116648411,116651994,-,NA,NA
MmuEX0039067,Rbm15,2012,chr3,107129223,107135404,-,NA,NA
MmuEX0012333,Col6a3,603,chr1,92704654,92707835,-,NA,NA
MmuEX0030932,Nat8l,131,chr5,34339860,34341017,+,NA,NA
MmuEX0032847,Nwd1,298,chr8,75181077,75190508,+,NA,NA
MmuEX0032848,Nwd1,123,chr8,75206021,75216818,+,NA,NA
MmuEX0007932,Bend7,84,chr2,4639339,4665264,+,NA,NA
MmuEX0007933,Bend7,120,chr2,4684350,4717575,+,NA,NA
MmuEX0018824,Fbxo10,71,chr4,45057801,45061311,-,NA,inconsistent
MmuEX0021358,Gng7,112,chr10,80415692,80460736,-,NA,NA
MmuEX0002579,A930001N09Rik,74,chr17,26896895,26900270,+,NA,NA
MmuEX0014721,Dip2c,168,chr13,9492423,9505824,+,NA,n.s.
